年月日,平均気温(℃),最低気温(℃),最高気温(℃),降水量の合計(mm),降雪量合計(cm),平均湿度(％),天気概況(昼：06時〜18時),天気概況(夜：18時〜翌日06時)
2020/12/20,-6.6,-9.3,-3.3,4.5,5.0,69.0,雪一時晴,晴一時曇
2020/12/21,-3.1,-9.3,0.4,0.0,0.0,67.0,晴時々曇,曇一時晴
2020/12/22,0.8,-2.3,3.3,0.0,0.0,65.0,晴後曇,晴一時曇
2020/12/23,1.3,-2.5,4.8,0.0,0.0,71.0,晴時々曇,曇一時晴後時々雪
2020/12/24,2.3,-1.1,7.3,1.0,2.0,82.0,雨時々晴,曇時々雪
2020/12/25,-1.2,-4.1,1.5,3.0,4.0,73.0,晴時々雪,晴
2020/12/26,-5.3,-7.1,-2.9,4.5,7.0,60.0,雪時々曇一時晴,晴後一時薄曇
2020/12/27,-3.7,-7.1,-1.3,0.0,0.0,60.0,晴後曇,曇後一時雪
2020/12/28,-3.2,-5.0,-0.8,2.0,5.0,74.0,雪時々曇一時晴,晴
2020/12/29,-4.2,-7.6,-2.0,0.0,0.0,67.0,薄曇時々雪,曇時々雪
2020/12/30,-7.2,-11.1,-4.5,2.5,8.0,79.0,曇時々雪後一時晴,晴一時曇
2020/12/31,-9.3,-12.6,-4.3,1.0,1.0,65.0,曇一時雪後晴,晴一時雪
