年月日,最高気温(℃),最低気温(℃),平均気温(℃),降水量の合計(mm),降雪量合計(cm),平均湿度(％),天気概況(昼：06時〜18時),天気概況(夜：18時〜翌日06時)
2023/4/19,19.7,16.5,17.9,4.5,0.0,87.0,曇時々雨、雷を伴う,曇後一時晴
2023/4/20,26.4,15.0,19.9,0.0,0.0,75.0,晴,薄曇一時晴
2023/4/21,27.4,13.5,19.0,0.0,0.0,64.0,薄曇,薄曇後一時晴
2023/4/22,20.3,10.7,14.4,0.0,0.0,35.0,快晴,晴
2023/4/23,22.6,9.2,14.7,0.0,0.0,38.0,晴後薄曇,曇後一時晴
2023/4/24,16.8,11.3,13.5,0.0,0.0,29.0,曇,曇一時晴
2023/4/25,16.3,10.2,13.1,9.5,0.0,70.0,雨一時曇,雨
2023/4/26,16.5,10.7,14.6,24.5,0.0,83.0,雨時々曇,晴
2023/4/27,21.1,9.9,15.9,0.0,0.0,60.0,晴,晴時々薄曇
2023/4/28,22.5,11.9,17.3,0.0,0.0,61.0,薄曇時々晴,晴後一時曇
2023/4/29,24.0,14.6,18.4,14.0,0.0,74.0,曇後雨,大雨
2023/4/30,19.8,14.7,17.5,45.0,0.0,78.0,曇一時雨,曇後一時晴
2023/5/1,22.7,11.3,16.3,3.0,0.0,57.0,晴後一時雨,晴一時雨
2023/5/2,22.9,11.7,16.9,0.0,0.0,41.0,晴,晴時々薄曇
2023/5/3,23.2,11.9,18.1,0.0,0.0,55.0,晴後曇,曇後一時晴
2023/5/4,24.2,16.0,20.1,0.0,0.0,60.0,薄曇後一時晴,薄曇
2023/5/5,25.9,16.5,21.4,0.0,0.0,59.0,曇後一時晴,晴時々曇
2023/5/6,27.2,19.3,22.1,7.0,0.0,69.0,曇後時々雨,雨
2023/5/7,20.7,14.6,19.4,102.0,0.0,96.0,大雨,大雨後時々曇
2023/5/8,19.5,13.3,15.6,43.5,0.0,64.0,曇時々晴,薄曇
2023/5/9,23.8,11.7,17.5,0.0,0.0,54.0,晴,晴
2023/5/10,25.4,13.2,19.6,0.0,0.0,49.0,薄曇時々晴,薄曇後時々晴
2023/5/11,25.9,14.2,19.1,0.0,0.0,38.0,晴,晴
2023/5/12,26.4,11.9,18.8,0.0,0.0,40.0,晴後薄曇,薄曇
2023/5/13,23.5,15.3,18.1,11.5,0.0,69.0,曇後雨,雨後一時曇
2023/5/14,19.8,15.0,17.1,2.5,0.0,85.0,雨時々曇,曇時々晴
2023/5/15,26.4,15.9,20.1,0.0,0.0,66.0,晴後一時曇、雷を伴う,快晴
2023/5/16,27.1,15.3,21.5,0.0,0.0,60.0,快晴,快晴
2023/5/17,30.3,18.3,24.0,0.0,0.0,57.0,快晴,晴後時々薄曇
2023/5/18,27.7,19.5,23.0,0.0,0.0,64.0,曇,雨時々曇
2023/5/19,20.7,17.6,18.9,18.0,0.0,86.0,雨,曇時々雨後時々晴
2023/5/20,24.7,17.6,20.7,0.0,0.0,69.0,曇後晴,晴後一時曇
2023/5/21,28.0,16.9,22.3,0.0,0.0,66.0,晴後薄曇,晴
2023/5/22,28.6,15.7,22.2,2.0,0.0,64.0,晴後曇,雨時々曇
2023/5/23,23.6,15.5,18.5,0.5,0.0,60.0,曇一時雨後晴,晴一時雨
2023/5/24,24.7,13.9,18.6,0.0,0.0,50.0,晴,曇
2023/5/25,26.2,15.2,20.1,0.0,0.0,58.0,曇後時々晴,晴後曇
2023/5/26,26.3,19.1,21.5,0.0,0.0,63.0,曇,曇時々晴
2023/5/27,26.9,18.5,22.0,0.0,0.0,68.0,曇一時晴,曇
2023/5/28,27.5,20.0,22.8,0.0,0.0,70.0,曇,曇一時雨
2023/5/29,24.6,21.3,22.5,16.5,0.0,87.0,雨時々曇,雨
2023/5/30,23.5,18.7,20.7,24.0,0.0,84.0,雨時々曇,雨時々曇
2023/5/31,25.0,17.4,20.2,1.5,0.0,67.0,雨時々曇後晴,快晴
2023/6/1,27.2,16.4,21.4,2.5,0.0,72.0,曇,雨一時曇
2023/6/2,22.0,20.5,21.1,135.5,0.0,97.0,大雨,雨後曇
2023/6/3,26.6,17.9,21.7,0.0,0.0,60.0,晴,晴
2023/6/4,26.9,15.3,21.6,0.0,0.0,57.0,晴後曇,曇時々晴
2023/6/5,27.6,18.7,23.2,0.0,0.0,56.0,曇,曇時々晴
2023/6/6,23.6,16.9,19.8,6.5,0.0,78.0,曇後雨,雨後曇
2023/6/7,26.8,16.7,21.9,1.0,0.0,70.0,曇一時晴,薄曇一時晴
2023/6/8,25.2,18.6,21.3,10.5,0.0,79.0,曇時々雨,大雨後時々曇
2023/6/9,26.0,18.7,22.4,29.5,0.0,75.0,曇,曇一時晴
2023/6/10,26.3,19.9,23.1,0.0,0.0,76.0,曇,曇後雨
2023/6/11,25.4,20.3,22.2,6.5,0.0,86.0,雨後曇,曇時々雨
2023/6/12,24.8,21.2,22.8,1.0,0.0,87.0,曇時々雨,曇一時雨
2023/6/13,28.6,21.3,24.6,0.0,0.0,75.0,曇,曇後雨
2023/6/14,27.8,22.0,23.9,6.5,0.0,84.0,雨時々曇,曇一時雨
2023/6/15,26.3,22.2,23.8,0.5,0.0,79.0,雨時々曇,晴
2023/6/16,27.8,20.4,23.9,0.0,0.0,64.0,晴後一時曇,晴
2023/6/17,31.3,20.1,25.6,0.0,0.0,59.0,晴,薄曇時々晴
2023/6/18,28.5,21.9,24.9,0.0,0.0,64.0,曇後一時晴,晴時々曇
2023/6/19,31.2,21.0,25.4,0.0,0.0,55.0,晴,晴
2023/6/20,30.4,19.6,24.6,0.0,0.0,65.0,曇時々晴,晴時々曇
2023/6/21,29.0,22.0,24.8,0.0,0.0,63.0,曇後時々雨,曇後雨
2023/6/22,24.9,18.4,21.5,47.0,0.0,79.0,大雨後曇一時晴,雨一時晴
2023/6/23,27.2,19.5,23.4,3.0,0.0,77.0,曇,曇
2023/6/24,29.2,22.9,25.2,0.0,0.0,69.0,曇,曇
2023/6/25,29.7,21.5,25.2,0.0,0.0,66.0,薄曇,曇
2023/6/26,27.5,23.5,25.1,1.0,0.0,79.0,雨時々曇,曇時々雨
2023/6/27,31.8,23.2,27.0,0.0,0.0,77.0,薄曇後一時晴,曇時々晴
2023/6/28,31.5,24.3,26.6,5.0,0.0,78.0,曇後時々雨、雷を伴う,晴時々曇
2023/6/29,33.3,24.4,28.0,0.0,0.0,74.0,晴一時曇,曇一時雨
2023/6/30,29.9,23.6,26.8,6.0,0.0,84.0,雨時々曇,大雨
2023/7/1,25.6,22.8,24.3,28.0,0.0,89.0,雨一時曇,曇一時雨
2023/7/2,32.4,23.7,27.3,0.0,0.0,72.0,晴時々曇,晴時々薄曇
2023/7/3,32.2,24.3,27.5,0.0,0.0,73.0,曇一時晴,曇後晴
2023/7/4,34.4,23.5,28.1,0.0,0.0,64.0,晴後薄曇,曇
2023/7/5,30.3,23.1,25.3,22.5,0.0,84.0,曇後雨,雨後曇
2023/7/6,33.0,23.5,28.1,0.0,0.0,68.0,晴後一時薄曇,晴一時薄曇
2023/7/7,33.8,24.1,28.1,0.0,0.0,72.0,曇一時晴後一時雨,曇一時雨
2023/7/8,32.7,27.7,29.7,0.0,0.0,70.0,曇,曇後雨
2023/7/9,30.4,24.6,27.1,14.5,0.0,86.0,曇時々雨,曇
2023/7/10,32.3,24.1,27.4,6.0,0.0,80.0,曇後晴一時雨,晴
2023/7/11,34.0,25.0,28.9,0.0,0.0,72.0,晴,晴
2023/7/12,33.3,26.4,29.0,0.0,0.0,73.0,曇時々晴,曇
2023/7/13,30.7,24.8,27.4,7.5,0.0,80.0,曇後雨、雷を伴う,曇一時雨
2023/7/14,32.3,24.5,28.2,0.0,0.0,75.0,曇,曇
2023/7/15,33.9,28.1,30.4,0.0,0.0,62.0,曇後晴,晴時々曇
2023/7/16,34.2,28.0,30.4,0.0,0.0,63.0,晴,快晴
2023/7/17,35.5,26.8,30.3,0.0,0.0,64.0,晴,快晴
2023/7/18,35.8,26.9,31.1,0.0,0.0,64.0,薄曇時々晴,晴
2023/7/19,34.1,23.3,29.0,22.0,0.0,72.0,曇一時雨,曇時々雨後晴、雷を伴う
2023/7/20,34.0,22.9,27.9,0.0,0.0,63.0,晴,晴
2023/7/21,34.8,23.8,28.8,0.0,0.0,60.0,晴,晴
2023/7/22,35.1,25.7,28.9,0.0,0.0,67.0,晴,晴
2023/7/23,34.4,26.4,29.2,0.0,0.0,67.0,晴後一時曇,曇後晴
2023/7/24,34.2,25.8,29.4,0.0,0.0,65.0,晴,晴後一時曇
2023/7/25,34.8,27.3,30.1,0.0,0.0,64.0,晴一時曇,晴
2023/7/26,36.1,27.5,31.1,0.0,0.0,64.0,晴,晴
2023/7/27,38.1,27.8,31.4,0.0,0.0,66.0,晴後曇,晴一時雨、雷を伴う
2023/7/28,37.4,28.0,31.1,0.0,0.0,69.0,晴、雷を伴う,晴時々曇
2023/7/29,34.8,27.7,30.2,0.0,0.0,66.0,晴,晴後一時薄曇
2023/7/30,35.7,27.4,30.3,0.0,0.0,66.0,薄曇時々晴,曇時々晴
2023/7/31,35.0,27.9,30.3,0.0,0.0,67.0,曇,曇
2023/8/1,37.0,28.4,31.0,0.0,0.0,63.0,晴,晴
2023/8/2,36.2,26.9,30.7,0.0,0.0,61.0,晴,晴後一時薄曇
2023/8/3,35.5,27.7,30.7,0.0,0.0,63.0,晴,曇後晴
2023/8/4,35.1,28.6,30.6,0.0,0.0,66.0,晴,晴
2023/8/5,38.4,27.4,30.9,0.0,0.0,67.0,晴,晴
2023/8/6,37.0,27.6,31.1,0.0,0.0,65.0,晴,曇一時晴後一時雨
2023/8/7,32.8,26.3,28.9,2.0,0.0,74.0,曇一時雨,晴一時雨
2023/8/8,35.5,27.3,30.2,1.5,0.0,71.0,晴後曇一時雨,晴一時雨
2023/8/9,36.4,27.9,30.6,0.0,0.0,69.0,曇,曇時々晴
2023/8/10,38.0,28.0,31.9,0.0,0.0,59.0,晴,晴
2023/8/11,36.7,27.2,30.6,0.0,0.0,66.0,晴,晴
2023/8/12,36.4,27.7,31.2,0.0,0.0,63.0,晴,晴
2023/8/13,38.6,25.9,31.4,1.0,0.0,61.0,晴後一時曇、雷を伴う,曇一時雨、雷を伴う
2023/8/14,33.7,26.0,28.8,14.0,0.0,76.0,曇時々雨,大雨
2023/8/15,27.6,25.2,26.0,92.0,0.0,90.0,大雨,曇時々雨
2023/8/16,33.8,27.1,29.6,0.0,0.0,74.0,晴一時曇,曇一時晴後一時雨、雷を伴う
2023/8/17,30.8,26.7,28.3,0.5,0.0,79.0,曇一時雨,曇後時々雨
2023/8/18,33.2,25.4,29.0,0.5,0.0,72.0,曇,曇一時晴
2023/8/19,35.6,27.4,30.7,0.0,0.0,70.0,晴一時曇,晴
2023/8/20,37.2,27.6,31.3,2.5,0.0,69.0,晴後一時雨、雷を伴う,晴時々曇
2023/8/21,37.7,28.3,30.9,0.0,0.0,71.0,晴後曇,晴
2023/8/22,35.9,27.4,30.1,1.0,0.0,72.0,曇時々晴一時雨、雷を伴う,晴時々曇
2023/8/23,34.7,26.7,29.8,1.0,0.0,72.0,曇時々晴,曇一時雨
2023/8/24,34.0,24.4,27.2,38.0,0.0,85.0,曇後大雨、雷を伴う,曇一時晴
2023/8/25,34.8,24.7,28.2,4.0,0.0,79.0,晴一時雨、雷を伴う,曇一時雨、雷を伴う
2023/8/26,35.7,25.8,29.3,5.5,0.0,71.0,晴、雷を伴う,晴一時雨、雷を伴う
2023/8/27,34.1,25.2,29.2,0.0,0.0,66.0,晴後一時雨、雷を伴う,晴後薄曇
2023/8/28,34.9,27.1,30.1,0.0,0.0,67.0,曇時々晴,晴一時曇
2023/8/29,35.1,26.3,29.9,0.0,0.0,68.0,晴,晴時々曇
2023/8/30,33.2,26.6,29.9,0.0,0.0,65.0,曇,曇
2023/8/31,34.5,27.5,30.2,0.0,0.0,61.0,曇,曇時々晴
2023/9/1,34.7,26.0,29.6,0.0,0.0,64.0,曇時々晴,薄曇時々晴
2023/9/2,33.9,26.1,29.7,0.0,0.0,60.0,曇,曇後時々晴
2023/9/3,36.4,26.4,30.9,0.0,0.0,60.0,晴,晴時々曇
2023/9/4,34.6,27.2,30.3,0.0,0.0,64.0,曇一時晴,晴時々曇
2023/9/5,34.2,27.2,29.9,0.0,0.0,69.0,晴,晴後曇
2023/9/6,30.9,24.8,27.9,2.0,0.0,71.0,曇後時々雨,晴
2023/9/7,30.4,24.8,26.8,0.0,0.0,69.0,曇,曇
2023/9/8,29.4,24.4,26.3,1.0,0.0,73.0,曇一時雨,晴
2023/9/9,31.9,23.5,27.6,0.0,0.0,63.0,晴一時薄曇,晴一時薄曇
2023/9/10,33.1,23.9,27.1,20.5,0.0,74.0,晴後曇一時雨、雷を伴う,曇一時雨、雷を伴う
2023/9/11,29.7,23.8,25.8,2.5,0.0,82.0,曇時々雨一時晴,曇後晴
2023/9/12,32.4,23.8,26.5,7.5,0.0,78.0,晴後曇一時雨,曇後晴
2023/9/13,33.1,23.5,27.8,0.0,0.0,70.0,晴,晴後一時曇
2023/9/14,33.2,25.3,28.8,0.0,0.0,69.0,曇,曇後一時晴
2023/9/15,34.5,27.7,29.9,0.0,0.0,68.0,晴時々曇,晴
2023/9/16,34.1,27.1,29.6,0.0,0.0,69.0,晴,晴
2023/9/17,33.6,25.6,29.2,0.0,0.0,70.0,晴時々曇,晴時々曇一時雨
2023/9/18,33.3,25.8,29.1,1.0,0.0,71.0,晴,晴
2023/9/19,33.7,26.4,29.3,0.0,0.0,65.0,晴,晴後一時曇
2023/9/20,33.5,26.8,28.9,0.0,0.0,68.0,曇,曇
2023/9/21,32.8,25.4,28.7,7.5,0.0,72.0,曇後一時雨,曇一時雨、雷を伴う
2023/9/22,29.3,22.8,25.9,2.0,0.0,76.0,曇後一時雨,雨後曇
2023/9/23,29.1,22.4,24.7,0.0,0.0,60.0,曇,曇
2023/9/24,29.8,20.9,25.0,0.0,0.0,52.0,晴一時曇,晴一時曇
2023/9/25,32.0,22.9,26.5,0.0,0.0,57.0,晴,晴後一時曇
2023/9/26,31.7,22.9,26.8,0.0,0.0,58.0,晴一時曇,晴一時曇
2023/9/27,32.3,25.1,28.2,0.0,0.0,65.0,晴後一時曇,曇時々晴
2023/9/28,32.3,25.5,27.9,0.0,0.0,67.0,曇時々晴,曇後晴
2023/9/29,32.3,22.9,26.8,0.0,0.0,54.0,快晴,晴一時薄曇
2023/9/30,31.4,21.6,26.4,0.0,0.0,63.0,晴後曇,曇後時々雨、雷を伴う
2023/10/1,27.1,21.4,23.8,13.5,0.0,77.0,雨後曇,晴一時曇
2023/10/2,27.3,19.5,22.5,0.0,0.0,52.0,晴一時薄曇,晴
2023/10/3,26.4,17.0,21.9,4.5,0.0,58.0,曇,曇時々雨一時晴
2023/10/4,27.1,18.7,22.5,9.5,0.0,77.0,曇一時晴,曇一時晴
2023/10/5,23.5,17.6,20.8,0.0,0.0,62.0,曇後晴,晴後曇
2023/10/6,24.6,17.0,20.0,0.0,0.0,49.0,晴一時曇,晴後曇
2023/10/7,24.3,17.5,20.1,0.0,0.0,47.0,曇時々晴,曇
2023/10/8,21.0,16.4,17.8,3.5,0.0,71.0,曇後雨,雨時々曇
2023/10/9,22.3,15.9,18.4,10.0,0.0,89.0,雨時々曇,曇一時雨
2023/10/10,25.1,18.6,20.9,0.0,0.0,67.0,曇後晴,晴後曇
2023/10/11,26.1,16.9,20.1,0.0,0.0,53.0,薄曇後晴,快晴
2023/10/12,25.5,15.4,19.5,0.0,0.0,54.0,晴,快晴
2023/10/13,24.8,14.1,19.1,0.0,0.0,56.0,薄曇時々晴,曇一時晴
2023/10/14,21.1,15.9,18.0,20.5,0.0,72.0,曇時々雨,雨後時々曇
2023/10/15,24.4,16.2,19.9,7.0,0.0,69.0,晴一時曇,晴
2023/10/16,24.6,16.2,20.2,0.0,0.0,61.0,晴,晴
2023/10/17,24.8,16.2,20.1,0.0,0.0,61.0,晴,晴
2023/10/18,26.5,14.7,20.4,0.0,0.0,55.0,晴,晴
2023/10/19,26.4,16.7,21.3,0.0,0.0,58.0,晴,晴後一時曇
2023/10/20,26.0,16.5,20.4,6.5,0.0,69.0,曇時々雨一時晴,晴一時曇
2023/10/21,19.2,13.4,15.8,0.0,0.0,56.0,曇時々晴一時雨,晴
2023/10/22,20.3,11.0,15.7,0.0,0.0,57.0,晴,曇後一時晴
2023/10/23,23.3,12.7,17.7,0.0,0.0,58.0,晴,快晴
2023/10/24,24.5,13.3,18.7,0.0,0.0,59.0,晴一時薄曇,晴時々曇
2023/10/25,23.8,15.5,18.6,0.0,0.0,64.0,晴一時曇、雷を伴う,快晴
2023/10/26,24.0,13.5,18.5,0.0,0.0,65.0,晴後時々薄曇,晴一時薄曇
2023/10/27,23.8,13.9,17.4,2.5,0.0,70.0,晴後一時雨、雷を伴う,晴
2023/10/28,22.1,12.7,16.7,0.0,0.0,63.0,晴,晴一時曇
2023/10/29,20.2,13.7,16.1,0.0,0.0,56.0,晴一時曇,晴後一時曇
2023/10/30,21.0,12.9,16.4,0.0,0.0,62.0,晴一時曇,晴一時曇
2023/10/31,23.1,13.5,17.7,0.0,0.0,56.0,晴,快晴
2023/11/1,22.8,12.4,17.6,0.0,0.0,64.0,快晴,快晴
2023/11/2,24.7,13.7,18.9,0.0,0.0,65.0,快晴,快晴
2023/11/3,24.8,14.4,19.5,0.0,0.0,74.0,快晴,晴
2023/11/4,25.6,15.4,20.3,0.0,0.0,70.0,晴後薄曇,薄曇一時晴
2023/11/5,27.9,16.5,21.5,0.0,0.0,66.0,晴,晴後曇
2023/11/6,27.3,19.9,22.1,11.5,0.0,74.0,曇時々雨,曇時々雨、雷を伴う
2023/11/7,23.8,15.8,19.4,26.0,0.0,56.0,晴一時曇,快晴
2023/11/8,22.2,12.7,17.2,0.0,0.0,57.0,快晴,晴後薄曇
2023/11/9,24.1,14.3,18.6,0.0,0.0,68.0,曇後晴,晴後曇時々雨
2023/11/10,19.0,16.8,17.5,24.5,0.0,90.0,雨一時曇,曇時々雨
2023/11/11,16.8,11.0,14.0,0.0,0.0,65.0,曇後時々晴,晴一時曇
2023/11/12,15.0,10.8,12.5,0.5,0.0,69.0,雨時々曇後一時晴,晴後曇
