年月日,最高気温(℃),最低気温(℃),平均気温(℃),降水量の合計(mm),降雪量合計(cm),平均湿度(％),天気概況(昼：06時〜18時),天気概況(夜：18時〜翌日06時)
2019/2/18,14.6,2.0,8.2,0.0,0.0,49.0,晴,曇一時晴
2019/2/19,12.8,6.1,9.1,1.5,0.0,74.0,曇時々雨,雨後曇
2019/2/20,19.5,5.4,11.6,0.5,0.0,81.0,晴一時曇,雨時々曇後晴
2019/2/21,14.8,7.3,10.3,0.0,0.0,46.0,晴時々曇,晴時々曇
2019/2/22,13.7,4.1,9.3,0.0,0.0,62.0,薄曇一時晴,曇
2019/2/23,14.7,5.6,8.9,0.0,0.0,44.0,晴一時曇,晴後一時薄曇
2019/2/24,13.6,2.3,8.8,0.0,0.0,52.0,薄曇時々晴,曇時々晴
2019/2/25,17.1,6.6,11.3,0.0,0.0,62.0,曇後一時晴,曇
2019/2/26,12.5,7.8,10.2,0.0,0.0,59.0,曇一時雨後晴,晴時々曇
2019/2/27,10.6,4.0,7.7,0.5,0.0,54.0,曇一時晴,雨後曇
2019/2/28,7.6,5.1,6.6,22.5,0.0,92.0,雨,雨一時曇
2019/3/1,13.1,6.5,8.8,1.5,0.0,78.0,曇時々雨後晴,晴時々曇
2019/3/2,14.7,6.4,10.3,0.0,0.0,39.0,晴,曇一時晴
2019/3/3,10.4,4.4,6.5,13.5,0.0,82.0,雨一時曇,雨
2019/3/4,9.5,5.4,7.3,27.5,0.0,99.0,雨,雨後一時曇
2019/3/5,15.8,4.3,9.6,0.5,0.0,73.0,晴,曇時々雨
2019/3/6,14.2,8.0,10.8,3.0,0.0,82.0,曇,雨一時曇
2019/3/7,10.3,4.3,8.2,28.0,0.0,97.0,雨,晴一時雨
2019/3/8,12.5,3.9,7.3,0.0,0.0,47.0,快晴,快晴
2019/3/9,16.9,2.3,10.0,0.0,0.0,52.0,晴後一時薄曇,晴後薄曇
2019/3/10,16.4,6.9,12.5,6.5,0.0,67.0,薄曇一時晴,大雨
2019/3/11,17.8,9.4,12.3,32.0,0.0,76.0,曇一時雨後晴,快晴
2019/3/12,17.1,8.3,12.4,0.0,0.0,52.0,晴,晴
2019/3/13,19.1,5.6,11.7,0.0,0.0,51.0,晴,快晴
2019/3/14,14.3,3.3,8.4,0.0,0.0,38.0,晴,晴一時薄曇
2019/3/15,15.0,4.1,9.7,0.0,0.0,45.0,晴後一時薄曇,曇後晴
2019/3/16,13.9,6.4,8.9,0.0,0.0,64.0,曇後一時晴,晴一時曇
2019/3/17,15.3,3.5,9.1,0.0,0.0,42.0,晴後曇,晴
2019/3/18,14.5,4.1,9.7,0.0,0.0,49.0,晴後一時薄曇,薄曇
2019/3/19,19.2,6.3,13.2,0.0,0.0,52.0,曇,薄曇後晴
2019/3/20,21.5,8.5,15.0,0.0,0.0,47.0,晴後一時薄曇,曇一時晴
2019/3/21,22.3,13.9,17.7,0.0,0.0,73.0,曇時々雨後晴,薄曇時々晴
2019/3/22,23.9,8.7,16.2,0.0,0.0,55.0,曇一時晴,曇時々雨、あられを伴う
2019/3/23,9.0,4.4,7.1,0.0,0.0,52.0,曇時々雨,晴時々曇
2019/3/24,15.4,1.1,8.2,0.0,0.0,37.0,晴,晴
2019/3/25,15.0,3.9,9.9,0.0,0.0,50.0,薄曇時々晴,曇
2019/3/26,15.9,9.7,11.9,0.0,0.0,58.0,曇一時雨後晴,快晴
2019/3/27,19.7,7.3,14.2,0.0,0.0,39.0,晴,晴
2019/3/28,16.9,9.0,13.6,0.0,0.0,44.0,曇一時雨,曇
2019/3/29,9.3,6.8,7.7,0.0,0.0,56.0,曇,曇
2019/3/30,11.7,7.2,8.7,3.5,0.0,80.0,曇,雨時々曇
2019/3/31,16.3,7.3,10.5,1.5,0.0,73.0,曇後晴,晴
2019/4/1,16.2,4.2,8.8,5.5,0.0,60.0,晴後曇,雨一時曇後晴
2019/4/2,13.1,2.3,7.2,0.0,0.0,55.0,晴後曇,晴
2019/4/3,14.1,2.7,8.1,0.0,0.0,39.0,快晴,晴後一時薄曇
2019/4/4,16.7,3.4,10.6,0.0,0.0,45.0,快晴,晴後一時薄曇
2019/4/5,22.5,6.7,15.4,0.0,0.0,45.0,薄曇後晴,晴一時薄曇
2019/4/6,21.6,11.0,15.9,0.0,0.0,42.0,晴,晴
2019/4/7,21.6,10.4,15.5,0.0,0.0,55.0,晴一時曇,晴後曇一時雨
2019/4/8,14.8,5.9,9.3,11.0,0.0,79.0,雨時々曇,雨一時曇後晴、雷を伴う
2019/4/9,16.9,4.3,10.3,0.0,0.0,51.0,快晴,曇時々晴後一時雨
2019/4/10,10.2,3.6,5.7,29.5,0.0,90.0,雨,雨後一時晴
2019/4/11,16.7,4.4,10.4,1.5,0.0,59.0,晴後曇,曇
2019/4/12,12.6,7.5,9.6,0.0,0.0,52.0,曇,曇後晴
2019/4/13,18.2,5.5,12.1,0.0,0.0,46.0,晴後一時薄曇,薄曇一時晴
2019/4/14,18.3,9.7,14.7,0.0,0.0,59.0,曇,雨時々曇
2019/4/15,22.7,11.6,16.0,5.0,0.0,54.0,晴一時曇,快晴
2019/4/16,21.0,10.1,15.3,0.0,0.0,44.0,晴,薄曇時々晴
2019/4/17,19.5,11.0,15.5,0.0,0.0,65.0,薄曇,曇
2019/4/18,23.5,13.4,17.5,0.0,0.0,62.0,晴後一時薄曇,晴後薄曇
2019/4/19,23.6,14.3,18.3,0.0,0.0,68.0,薄曇,曇一時雨後晴
2019/4/20,19.1,9.8,14.2,0.0,0.0,63.0,晴,曇時々晴
2019/4/21,23.1,12.2,17.5,0.0,0.0,73.0,晴時々曇,曇
2019/4/22,25.6,14.4,19.2,0.0,0.0,69.0,曇後晴,曇
2019/4/23,23.3,15.3,18.7,0.0,0.0,61.0,薄曇,曇
2019/4/24,20.6,17.5,19.1,3.0,0.0,87.0,曇時々雨,雨
2019/4/25,24.3,18.1,20.3,4.0,0.0,93.0,曇時々雨後一時晴,曇時々晴後雨
2019/4/26,20.0,9.5,11.6,4.5,0.0,93.0,雨後曇,雨一時曇
2019/4/27,13.2,8.0,10.2,6.5,0.0,78.0,曇後一時雨,晴
2019/4/28,18.7,6.0,12.6,0.0,0.0,45.0,薄曇一時晴,曇時々晴
2019/4/29,19.8,10.5,14.8,0.0,0.0,64.0,曇,雨時々曇
2019/4/30,17.4,12.8,14.8,20.0,0.0,96.0,雨一時曇,雨
2019/5/1,23.4,14.3,17.4,26.0,0.0,92.0,曇後雨,雨後晴一時曇
2019/5/2,23.9,13.8,17.3,3.5,0.0,71.0,雨時々曇後晴,晴後一時薄曇
2019/5/3,25.0,11.0,18.5,0.0,0.0,51.0,薄曇,薄曇後一時晴
2019/5/4,24.8,14.1,18.4,0.0,0.0,68.0,晴一時曇、雷を伴う,晴時々薄曇
2019/5/5,25.2,12.5,18.9,0.0,0.0,65.0,薄曇時々晴,晴後一時雨
2019/5/6,22.1,15.1,18.8,0.0,0.0,70.0,曇,曇一時晴後一時雨
2019/5/7,20.9,10.8,15.3,0.0,0.0,53.0,晴時々曇後一時雨,晴
2019/5/8,22.7,7.9,16.5,0.0,0.0,42.0,快晴,薄曇
2019/5/9,22.7,14.3,18.6,0.0,0.0,51.0,曇,晴
2019/5/10,27.1,13.9,20.6,0.0,0.0,46.0,晴後薄曇,薄曇一時晴
2019/5/11,27.8,15.3,20.9,0.0,0.0,62.0,晴一時薄曇,晴後一時曇
2019/5/12,22.2,14.5,17.6,0.0,0.0,71.0,薄曇,曇
2019/5/13,22.6,13.3,17.7,0.0,0.0,68.0,曇時々晴,曇
2019/5/14,19.3,16.1,17.9,0.5,0.0,81.0,雨時々曇,曇時々雨
2019/5/15,23.8,15.7,18.7,0.0,0.0,72.0,晴時々曇,晴時々薄曇
2019/5/16,24.6,16.0,20.0,0.0,0.0,66.0,晴一時曇,晴
2019/5/17,25.9,15.3,20.0,0.0,0.0,68.0,晴,晴後一時薄曇
2019/5/18,25.6,15.6,20.3,0.0,0.0,66.0,薄曇一時晴,曇
2019/5/19,25.2,17.5,20.5,0.0,0.0,65.0,晴時々曇,晴時々薄曇
2019/5/20,25.0,16.5,20.5,0.0,0.0,73.0,曇時々晴,雨時々曇
2019/5/21,21.9,16.3,19.4,82.0,0.0,99.0,大雨,曇一時晴
2019/5/22,25.2,14.1,19.4,0.0,0.0,62.0,薄曇時々晴,薄曇時々晴
2019/5/23,27.0,15.2,21.3,0.0,0.0,51.0,晴,晴
2019/5/24,31.0,16.4,23.1,0.0,0.0,49.0,快晴,快晴
2019/5/25,31.9,17.0,24.4,0.0,0.0,52.0,快晴,快晴
2019/5/26,32.6,18.6,25.2,0.0,0.0,58.0,薄曇時々晴,晴一時薄曇
2019/5/27,32.4,19.9,26.1,0.0,0.0,60.0,晴時々薄曇,薄曇
2019/5/28,28.1,19.1,23.5,1.0,0.0,61.0,曇後一時雨,雨時々曇
2019/5/29,25.1,16.8,20.2,7.5,0.0,85.0,曇一時雨,曇時々雨後一時晴
2019/5/30,26.0,16.6,21.2,0.0,0.0,61.0,晴後一時薄曇,薄曇
2019/5/31,24.2,19.5,21.6,0.0,0.0,74.0,曇,曇後一時晴
2019/6/1,25.7,18.6,21.8,0.0,0.0,71.0,曇,薄曇
2019/6/2,25.0,19.0,22.0,0.0,0.0,76.0,曇,曇後一時雨
2019/6/3,27.0,18.7,22.2,0.0,0.0,74.0,曇一時雨後晴,晴時々薄曇
2019/6/4,27.7,17.6,22.4,0.0,0.0,75.0,薄曇,薄曇
2019/6/5,25.8,20.0,22.6,0.0,0.0,77.0,曇後一時晴,晴後一時薄曇
2019/6/6,32.3,18.7,25.2,0.0,0.0,69.0,晴時々薄曇,曇
2019/6/7,23.4,19.0,21.0,19.5,0.0,94.0,雨一時曇,曇一時雨
2019/6/8,25.4,18.7,20.8,0.0,0.0,88.0,曇,曇一時晴後雨
2019/6/9,20.7,15.9,17.5,10.0,0.0,89.0,曇時々雨,雨
2019/6/10,17.4,14.9,16.2,92.5,0.0,100.0,大雨,雨時々曇
2019/6/11,23.6,15.0,18.3,1.0,0.0,79.0,曇一時晴,曇時々雨
2019/6/12,21.5,14.5,18.0,0.5,0.0,78.0,曇,晴
2019/6/13,26.4,13.9,20.7,0.0,0.0,74.0,晴,快晴
2019/6/14,26.8,17.7,22.2,0.0,0.0,72.0,曇,雨一時曇
2019/6/15,20.9,16.2,17.3,51.0,0.0,99.0,大雨,曇時々雨一時晴、雷を伴う
2019/6/16,30.7,16.9,23.5,5.0,0.0,66.0,晴,晴
2019/6/17,28.7,17.4,23.6,0.0,0.0,50.0,晴後薄曇,晴時々曇
2019/6/18,27.7,20.0,23.4,0.0,0.0,67.0,晴後薄曇,晴時々薄曇
2019/6/19,28.6,18.8,23.5,0.0,0.0,76.0,晴一時曇,曇一時晴
2019/6/20,29.1,21.1,24.1,0.0,0.0,77.0,曇後晴,曇
2019/6/21,29.5,22.3,24.6,0.0,0.0,80.0,曇,晴時々曇
2019/6/22,25.3,20.6,22.2,6.0,0.0,91.0,雨一時曇,曇一時雨
2019/6/23,24.0,19.6,21.4,0.0,0.0,88.0,曇,曇後雨
2019/6/24,21.0,17.8,19.1,25.5,0.0,98.0,雨後一時曇,曇一時晴
2019/6/25,27.3,17.2,22.3,0.0,0.0,81.0,曇後晴,晴
2019/6/26,28.9,20.4,24.7,0.0,0.0,75.0,晴後時々薄曇,薄曇後時々晴
2019/6/27,28.7,22.8,25.6,2.0,0.0,80.0,曇後一時雨,雨後一時曇
2019/6/28,30.7,21.4,25.2,3.5,0.0,87.0,曇,雨時々曇
2019/6/29,21.5,19.0,20.2,3.0,0.0,99.0,雨後曇,雨
2019/6/30,23.6,20.3,21.6,5.5,0.0,99.0,雨時々曇,曇一時雨
2019/7/1,24.3,21.0,22.7,1.5,0.0,100.0,雨時々曇,曇時々雨
2019/7/2,28.1,21.5,23.8,0.5,0.0,94.0,曇一時雨,曇
2019/7/3,29.1,22.2,24.9,1.0,0.0,86.0,曇,雨時々曇
2019/7/4,25.2,19.9,22.7,10.5,0.0,95.0,雨後一時曇,曇時々晴
2019/7/5,24.5,19.0,21.9,4.5,0.0,84.0,曇,雨一時曇
2019/7/6,23.7,19.2,21.0,14.5,0.0,93.0,曇一時雨,雨一時曇
2019/7/7,20.8,17.9,19.2,22.5,0.0,99.0,雨,雨後曇
2019/7/8,24.8,17.7,20.3,0.0,0.0,81.0,曇,曇
2019/7/9,21.8,18.5,19.7,0.0,0.0,79.0,曇,曇
2019/7/10,24.8,18.5,21.0,0.0,0.0,75.0,曇後一時晴,曇一時晴
2019/7/11,23.6,17.9,19.9,2.0,0.0,84.0,曇後雨,雨
2019/7/12,21.9,18.2,20.2,12.5,0.0,100.0,雨後一時曇,曇
2019/7/13,27.3,20.0,23.4,0.5,0.0,90.0,曇一時雨,雨
2019/7/14,22.5,20.2,21.3,39.0,0.0,100.0,雨一時曇,曇後雨
2019/7/15,25.0,19.4,21.3,7.0,0.0,93.0,雨後曇,雨時々曇
2019/7/16,22.1,19.0,20.5,33.5,0.0,100.0,雨後一時曇,曇時々雨
2019/7/17,28.7,20.3,23.9,0.5,0.0,89.0,曇後晴,曇時々晴
2019/7/18,29.7,22.2,25.6,9.5,0.0,89.0,曇,雨一時曇
2019/7/19,31.4,23.0,26.7,3.5,0.0,89.0,曇一時雨,曇時々雨
2019/7/20,29.5,24.4,26.5,0.0,0.0,89.0,曇時々雨,雨時々曇
2019/7/21,28.2,22.7,25.0,0.0,0.0,93.0,曇一時雨,曇後時々雨
2019/7/22,24.0,21.6,22.7,0.5,0.0,98.0,曇一時雨,雨時々曇
2019/7/23,29.3,22.4,24.5,4.0,0.0,95.0,曇時々雨,曇時々雨
2019/7/24,31.6,23.7,26.8,6.0,0.0,86.0,曇一時雨後晴,曇時々晴
2019/7/25,32.4,24.4,28.0,0.0,0.0,82.0,晴一時雨,晴
2019/7/26,33.1,25.6,28.5,0.5,0.0,76.0,晴,曇時々雨
2019/7/27,31.4,25.1,28.0,4.0,0.0,86.0,晴一時曇,曇後雨
2019/7/28,32.3,25.0,27.7,15.0,0.0,88.0,晴時々曇一時雨,晴時々薄曇
2019/7/29,33.7,25.3,29.0,0.0,0.0,83.0,晴一時曇,曇時々晴
2019/7/30,33.6,26.0,29.5,0.0,0.0,81.0,晴後一時薄曇,晴一時薄曇
2019/7/31,34.6,26.5,30.0,0.0,0.0,81.0,晴後薄曇,晴時々薄曇
2019/8/1,35.0,26.3,30.5,0.0,0.0,80.0,晴,晴
2019/8/2,35.1,27.1,30.2,0.0,0.0,80.0,晴,快晴
2019/8/3,33.7,25.7,29.4,0.0,0.0,78.0,晴,晴
2019/8/4,34.3,25.3,29.4,0.0,0.0,76.0,晴,晴
2019/8/5,34.9,25.1,29.8,0.0,0.0,75.0,晴,晴後一時曇
2019/8/6,35.0,27.5,30.3,0.0,0.0,76.0,晴後薄曇,薄曇時々晴
2019/8/7,35.6,26.7,30.4,0.0,0.0,74.0,薄曇時々晴,晴一時薄曇
2019/8/8,35.5,26.0,29.9,0.0,0.0,78.0,晴,晴一時曇
2019/8/9,35.6,26.2,30.1,0.0,0.0,74.0,晴後一時薄曇,曇一時晴
2019/8/10,34.4,25.7,29.6,0.0,0.0,76.0,晴一時曇,晴
2019/8/11,35.6,25.3,29.4,0.0,0.0,76.0,晴一時薄曇,曇一時晴
2019/8/12,33.2,25.6,28.8,0.5,0.0,81.0,薄曇一時雨,曇一時晴
2019/8/13,35.5,26.9,29.3,0.0,0.0,83.0,曇時々晴一時雨、雷を伴う,晴後曇
2019/8/14,32.4,27.1,29.2,8.5,0.0,85.0,曇時々晴一時雨,晴時々曇
2019/8/15,32.6,25.9,29.2,20.0,0.0,83.0,曇一時晴後一時雨,曇時々雨
2019/8/16,31.6,28.0,29.0,0.0,0.0,79.0,曇一時雨,晴
2019/8/17,35.5,27.3,30.3,0.0,0.0,73.0,晴,晴
2019/8/18,35.2,26.5,30.1,0.0,0.0,73.0,晴後一時曇,曇時々晴
2019/8/19,32.2,25.7,28.1,0.5,0.0,83.0,曇時々雨後一時晴,曇時々雨、雷を伴う
2019/8/20,31.1,24.1,26.5,13.0,0.0,91.0,曇時々雨、雷を伴う,曇時々晴
2019/8/21,31.4,23.6,27.0,3.0,0.0,83.0,曇一時晴,雨時々曇、雷を伴う
2019/8/22,29.5,23.2,26.0,20.0,0.0,91.0,曇一時雨,曇後時々雨
2019/8/23,28.5,24.0,26.3,4.5,0.0,94.0,雨時々曇,曇一時雨
2019/8/24,31.4,24.0,27.3,0.0,0.0,79.0,曇後一時晴,曇後雨
2019/8/25,31.1,20.7,25.8,15.0,0.0,78.0,晴,曇一時雨
2019/8/26,28.5,22.9,25.3,0.0,0.0,76.0,曇時々晴,曇時々晴
2019/8/27,29.4,22.8,25.3,6.0,0.0,84.0,曇一時雨,雨一時曇
2019/8/28,28.1,23.2,25.6,7.0,0.0,91.0,雨,曇時々雨
2019/8/29,34.6,24.7,28.9,0.0,0.0,75.0,晴時々曇,晴一時曇
2019/8/30,28.0,24.2,26.0,12.0,0.0,89.0,雨後時々曇,曇時々雨
2019/8/31,31.7,24.3,27.3,0.0,0.0,81.0,曇後一時晴,曇時々晴
2019/9/1,32.1,25.0,27.7,0.0,0.0,77.0,曇時々晴,曇時々晴
2019/9/2,31.8,24.1,27.6,0.0,0.0,83.0,晴時々曇,曇時々晴
2019/9/3,28.5,22.6,25.8,1.5,0.0,88.0,曇一時雨,雨後曇、雷を伴う
2019/9/4,26.5,22.5,23.7,0.0,0.0,84.0,曇,曇
2019/9/5,29.6,23.0,25.7,0.0,0.0,81.0,曇,曇後晴
2019/9/6,32.9,23.1,27.9,0.0,0.0,79.0,晴,晴
2019/9/7,33.5,24.8,28.4,0.0,0.0,80.0,晴時々曇,晴
2019/9/8,33.3,25.3,29.1,8.5,0.0,82.0,晴時々曇一時雨,暴風雨
2019/9/9,36.2,24.5,29.0,119.0,0.0,79.0,薄曇一時雨,晴
2019/9/10,35.6,25.4,29.9,0.5,0.0,74.0,晴,曇一時雨後晴、雷を伴う
2019/9/11,32.3,24.3,27.4,7.5,0.0,88.0,晴時々曇後一時雨、雷を伴う,曇一時雨後晴、雷を伴う
2019/9/12,28.7,22.7,25.1,0.0,0.0,70.0,晴時々曇,曇
2019/9/13,23.6,20.3,22.4,0.0,0.0,67.0,曇,曇時々晴
2019/9/14,25.1,19.5,22.1,0.0,0.0,80.0,曇一時雨後一時晴,曇一時雨後晴
2019/9/15,31.1,20.3,25.2,0.5,0.0,75.0,曇時々晴,雨時々曇
2019/9/16,25.3,21.4,22.9,28.5,0.0,99.0,雨後曇,曇時々晴
2019/9/17,31.1,22.3,25.8,0.0,0.0,79.0,晴,曇時々晴
2019/9/18,24.8,18.4,21.2,9.5,0.0,90.0,雨一時曇,曇一時雨後一時晴
2019/9/19,27.7,17.1,22.1,0.0,0.0,75.0,晴一時曇,晴後曇
2019/9/20,27.3,19.7,22.8,0.0,0.0,65.0,薄曇一時晴,曇時々雨
2019/9/21,24.1,19.9,21.8,0.0,0.0,75.0,曇,曇後時々晴
2019/9/22,28.5,18.4,22.4,17.0,0.0,80.0,曇後一時雨,雨時々曇
2019/9/23,30.7,20.4,26.0,3.5,0.0,85.0,曇時々晴,晴一時曇
2019/9/24,30.9,22.6,25.4,1.0,0.0,75.0,曇時々晴後一時雨,曇後一時雨
2019/9/25,28.9,20.8,24.3,0.0,0.0,69.0,晴,晴後曇
2019/9/26,27.4,19.6,22.8,0.0,0.0,73.0,晴時々曇,晴一時曇
2019/9/27,28.1,18.2,23.0,0.0,0.0,76.0,晴時々薄曇,晴時々曇
2019/9/28,29.6,20.0,24.4,0.0,0.0,74.0,晴後曇,曇後一時雨
2019/9/29,27.7,22.4,24.7,0.0,0.0,83.0,曇,曇後一時晴
2019/9/30,29.7,21.4,25.2,0.0,0.0,70.0,曇後時々晴,曇時々晴
2019/10/1,30.1,20.9,24.5,0.0,0.0,70.0,晴時々薄曇,晴時々薄曇
2019/10/2,29.6,20.4,23.9,0.0,0.0,75.0,晴一時曇,晴時々曇
2019/10/3,28.3,20.6,24.5,0.0,0.0,74.0,曇,曇一時晴後時々雨
2019/10/4,29.4,21.5,24.8,10.0,0.0,76.0,雨一時曇後晴、雷を伴う,快晴
2019/10/5,30.3,21.5,26.1,0.0,0.0,58.0,晴,曇時々晴後一時雨
2019/10/6,23.3,18.7,20.5,5.5,0.0,85.0,雨後曇,曇後一時晴
2019/10/7,25.0,17.3,20.0,7.0,0.0,79.0,曇時々晴後一時雨,雨後一時曇
2019/10/8,27.1,18.2,21.7,5.5,0.0,89.0,曇,曇後晴
2019/10/9,25.1,17.0,20.8,0.0,0.0,50.0,晴,晴
2019/10/10,25.2,15.0,19.4,9.0,0.0,73.0,晴後曇,雨後時々曇
2019/10/11,21.7,16.3,19.6,7.5,0.0,97.0,曇時々雨,雨
2019/10/12,25.2,20.7,23.3,209.5,0.0,98.0,大雨,暴風雨後晴
2019/10/13,28.5,19.4,24.5,0.0,0.0,53.0,快晴,曇一時晴
2019/10/14,20.2,15.4,17.0,5.0,0.0,88.0,雨,雨後時々曇
2019/10/15,23.0,16.2,18.4,0.0,0.0,80.0,曇後一時晴,曇
2019/10/16,18.5,14.6,16.1,0.0,0.0,69.0,曇,曇一時晴
2019/10/17,18.4,15.1,16.2,4.5,0.0,87.0,曇後雨,雨時々曇
2019/10/18,19.5,14.9,16.5,5.5,0.0,91.0,曇時々雨,大雨
2019/10/19,20.2,14.6,17.4,53.5,0.0,99.0,曇一時雨,曇
2019/10/20,23.9,17.7,20.1,0.0,0.0,85.0,曇,曇
2019/10/21,21.3,14.9,18.2,6.5,0.0,78.0,曇,大雨
2019/10/22,17.2,14.2,15.4,65.0,0.0,93.0,雨後時々曇,晴一時曇
2019/10/23,24.8,12.4,18.5,0.0,0.0,76.0,晴後薄曇,曇
2019/10/24,21.0,14.6,18.1,3.0,0.0,81.0,曇,曇時々雨
2019/10/25,16.3,14.5,15.1,120.5,0.0,99.0,大雨,晴時々曇一時雨
2019/10/26,24.5,13.3,18.1,0.5,0.0,86.0,曇時々晴後一時雨,晴後一時薄曇
2019/10/27,22.5,15.8,18.3,0.0,0.0,78.0,曇時々晴,曇時々雨
2019/10/28,21.4,15.0,17.4,0.0,0.0,71.0,晴時々曇,曇一時晴後時々雨
2019/10/29,16.3,12.6,14.5,11.5,0.0,93.0,雨,晴一時雨
2019/10/30,22.7,12.1,16.5,0.0,0.0,81.0,晴,曇時々晴
2019/10/31,22.0,14.0,16.8,0.0,0.0,83.0,薄曇後時々晴,快晴
2019/11/1,23.9,12.2,17.4,0.0,0.0,73.0,快晴,快晴
2019/11/2,19.9,10.9,15.7,0.0,0.0,63.0,晴時々薄曇,曇
2019/11/3,18.9,12.7,15.8,10.5,0.0,79.0,曇後一時雨,雨時々曇後一時晴
2019/11/4,20.2,11.0,14.6,1.0,0.0,74.0,快晴,晴一時曇
2019/11/5,19.2,9.0,13.7,0.0,0.0,58.0,快晴,快晴
2019/11/6,21.2,8.8,14.3,0.0,0.0,61.0,快晴,晴
2019/11/7,22.6,9.8,16.0,0.0,0.0,62.0,晴後曇,晴一時曇
2019/11/8,19.2,11.9,15.1,0.0,0.0,54.0,晴後一時曇,曇
2019/11/9,17.4,11.3,13.3,0.0,0.0,62.0,晴,晴時々曇
2019/11/10,18.6,9.2,13.9,0.0,0.0,64.0,快晴,曇後一時雨
