年月日,最高気温(℃),最低気温(℃),平均気温(℃),降水量の合計(mm),降雪量合計(cm),平均湿度(％),天気概況(昼：06時〜18時),天気概況(夜：18時〜翌日06時)
2023/3/3,3.8,-2.7,0.2,1.0,4.0,66.0,雪後曇時々晴,雪時々曇
2023/3/4,2.5,-2.5,-0.7,4.5,6.0,84.0,雪,曇時々雪後晴
2023/3/5,6.3,-5.4,1.1,0.0,0.0,67.0,快晴,快晴
2023/3/6,10.7,-2.2,4.8,0.0,0.0,65.0,晴,晴後薄曇
2023/3/7,11.5,3.3,7.2,0.0,0.0,68.0,晴一時曇,晴後薄曇
2023/3/8,11.2,2.1,4.9,0.0,0.0,77.0,曇後時々雨,晴一時曇
2023/3/9,7.2,-1.4,2.7,1.0,0.0,71.0,晴後曇,雨一時曇
2023/3/10,7.5,1.6,4.5,6.0,0.0,87.0,雨一時曇,みぞれ時々雨
2023/3/11,5.4,1.5,3.1,0.0,0.0,76.0,曇時々晴一時雨,曇後晴
2023/3/12,7.6,0.9,5.0,0.0,0.0,73.0,薄曇時々晴,曇時々雨一時晴
2023/3/13,9.7,2.1,6.8,8.5,0.0,75.0,雨、大風を伴う,曇時々晴一時雪、みぞれを伴う
2023/3/14,5.1,0.1,2.3,0.0,0.0,56.0,曇後一時晴,快晴
2023/3/15,9.6,-0.7,4.4,0.0,0.0,50.0,晴時々曇,曇
2023/3/16,6.3,1.9,4.1,1.5,0.0,72.0,雨時々曇、大風を伴う,晴後雪時々曇
2023/3/17,5.7,0.2,2.2,0.5,1.0,65.0,晴後雪一時みぞれ,晴後曇
2023/3/18,7.0,0.3,3.5,0.0,0.0,51.0,曇時々晴,晴
2023/3/19,10.7,-0.8,5.4,0.0,0.0,44.0,晴後一時薄曇,晴
2023/3/20,14.3,0.3,7.7,0.0,0.0,50.0,快晴,晴
2023/3/21,16.9,3.2,9.5,0.0,0.0,49.0,快晴,晴
2023/3/22,19.1,4.4,11.6,0.0,0.0,47.0,晴一時薄曇,曇
2023/3/23,14.3,9.3,10.7,0.5,0.0,75.0,曇,雨時々曇
2023/3/24,10.0,1.4,4.8,0.5,0.0,76.0,曇時々雨一時みぞれ、あられを伴う,晴
2023/3/25,9.1,-0.7,3.8,0.0,0.0,60.0,晴一時薄曇,晴一時曇
2023/3/26,7.1,1.5,4.0,8.0,0.0,80.0,雨一時曇,雨
2023/3/27,8.3,1.2,5.0,2.5,0.0,58.0,晴,快晴
2023/3/28,12.9,0.6,6.5,0.0,0.0,54.0,晴,快晴
2023/3/29,12.6,1.4,6.8,0.0,0.0,58.0,晴,晴
2023/3/30,14.5,4.4,9.1,0.0,0.0,58.0,快晴,曇一時晴
2023/3/31,11.8,5.9,8.3,0.0,0.0,67.0,雨後晴,曇時々晴一時雨
2023/4/1,8.3,3.2,5.3,1.5,0.0,74.0,曇時々雨一時晴,曇時々雨後時々晴
2023/4/2,10.5,2.9,5.8,0.0,0.0,77.0,晴,晴一時曇
2023/4/3,13.0,1.6,6.7,0.0,0.0,69.0,快晴,晴一時薄曇
2023/4/4,17.0,3.8,10.0,0.0,0.0,55.0,薄曇,曇
2023/4/5,16.8,8.1,11.7,0.0,0.0,59.0,曇,曇
2023/4/6,15.3,9.4,11.3,0.5,0.0,69.0,雨一時曇,雨後曇一時晴
2023/4/7,13.1,7.4,9.9,4.5,0.0,91.0,雨,曇一時雨
2023/4/8,12.6,5.4,7.6,3.5,0.0,82.0,曇一時晴後時々雨、雷を伴う,曇時々雨
2023/4/9,8.4,3.9,6.0,1.0,0.0,65.0,曇一時雨後晴,晴
2023/4/10,17.1,3.0,10.7,0.0,0.0,56.0,晴,晴後曇
2023/4/11,17.5,8.1,13.0,0.0,0.0,63.0,曇,曇一時晴後雨
2023/4/12,14.6,4.5,10.4,11.0,0.0,50.0,晴一時雨,晴後曇一時雨、あられを伴う
2023/4/13,12.5,5.3,9.2,0.0,0.0,36.0,晴一時雨、あられを伴う,薄曇時々晴
2023/4/14,14.0,5.0,9.0,0.0,0.0,56.0,曇一時晴後一時雨,晴
2023/4/15,11.9,3.7,8.2,0.0,0.0,51.0,薄曇一時晴,曇後雨
2023/4/16,8.3,4.2,6.4,23.0,0.0,90.0,雨,雨後一時みぞれ
2023/4/17,4.9,1.5,3.5,5.5,0.0,80.0,雨時々みぞれ、あられを伴う,晴時々曇
2023/4/18,14.5,1.5,7.9,0.0,0.0,62.0,晴後一時薄曇,曇後時々雨
2023/4/19,11.8,6.0,8.8,0.0,0.0,72.0,曇一時雨,曇一時雨後時々晴
2023/4/20,13.8,7.4,10.6,0.0,0.0,65.0,曇後一時雨,曇一時雨後晴
2023/4/21,13.4,7.3,10.1,0.0,0.0,38.0,晴一時薄曇,晴一時薄曇後時々みぞれ
2023/4/22,9.4,5.5,7.3,0.0,0.0,53.0,曇時々晴一時雨、ひょうを伴う,晴後時々曇
2023/4/23,11.5,5.5,8.0,0.5,0.0,48.0,曇時々雨、あられを伴う,曇時々晴後一時雨
2023/4/24,10.5,4.6,8.0,0.0,0.0,51.0,晴一時雨,晴後一時薄曇
2023/4/25,16.9,5.1,11.0,0.0,0.0,39.0,晴時々薄曇,曇後時々雨
2023/4/26,13.3,6.8,9.7,4.0,0.0,80.0,雨一時曇,雨後晴一時曇
2023/4/27,14.7,6.6,10.8,0.0,0.0,41.0,快晴,晴後時々薄曇
2023/4/28,19.5,6.8,12.2,0.0,0.0,57.0,曇後時々雨,曇
2023/4/29,18.1,9.4,13.8,0.0,0.0,65.0,曇後一時雨,雨
2023/4/30,21.1,10.6,14.3,6.0,0.0,67.0,晴時々雨,晴
2023/5/1,18.5,7.5,11.3,0.0,0.0,64.0,晴後曇,曇一時晴
2023/5/2,15.0,6.9,10.7,0.0,0.0,61.0,快晴,晴
2023/5/3,22.7,7.1,14.7,0.0,0.0,47.0,曇後晴,晴後曇
2023/5/4,24.1,10.4,17.1,0.0,0.0,49.0,薄曇,薄曇後晴
2023/5/5,22.8,11.6,15.2,5.5,0.0,72.0,薄曇,雨
2023/5/6,12.9,9.0,11.0,7.5,0.0,77.0,曇一時雨,薄曇後一時晴
2023/5/7,15.2,7.9,10.8,0.0,0.0,56.0,薄曇,曇
2023/5/8,12.4,7.5,9.8,0.0,0.0,68.0,曇後一時晴,晴後一時曇
2023/5/9,17.4,5.9,12.0,0.0,0.0,63.0,曇一時晴後時々雨,晴時々曇
2023/5/10,16.1,8.0,11.2,0.0,0.0,64.0,晴一時雨,曇時々晴後時々雨
2023/5/11,11.1,5.6,8.0,0.5,0.0,66.0,曇時々雨後晴,晴後曇一時雨
2023/5/12,12.4,5.3,8.6,0.0,0.0,69.0,曇時々雨後時々晴,快晴
2023/5/13,21.5,4.7,13.5,0.0,0.0,53.0,薄曇時々晴,薄曇後晴
2023/5/14,23.7,10.6,16.6,0.0,0.0,54.0,晴後一時曇,曇時々雨
2023/5/15,15.7,11.6,13.7,0.0,0.0,81.0,雨一時曇,晴時々曇一時雨
2023/5/16,22.0,12.3,16.0,0.0,0.0,76.0,快晴,晴後曇
2023/5/17,21.8,11.9,16.2,0.0,0.0,71.0,晴時々薄曇,晴時々薄曇
2023/5/18,28.9,12.7,17.5,0.0,0.0,71.0,晴時々薄曇,曇
2023/5/19,19.4,10.1,13.9,0.0,0.0,79.0,曇時々晴,晴時々曇
2023/5/20,23.7,9.6,15.2,0.0,0.0,67.0,晴一時薄曇,曇時々晴後一時雨
2023/5/21,16.8,10.6,13.0,6.5,0.0,82.0,雨一時曇,晴時々曇、霧を伴う
2023/5/22,17.4,9.0,11.7,0.0,0.0,79.0,晴一時曇後雨,曇一時雨
2023/5/23,14.1,8.9,10.6,0.0,0.0,67.0,曇後晴,晴一時曇
2023/5/24,18.0,7.5,13.0,0.0,0.0,65.0,快晴,快晴
2023/5/25,26.2,8.5,18.1,0.0,0.0,48.0,晴,快晴
2023/5/26,25.6,12.8,19.3,0.0,0.0,50.0,薄曇後一時雨,曇時々雨
2023/5/27,25.8,15.4,20.3,0.0,0.0,61.0,晴一時雨後一時薄曇,薄曇
2023/5/28,23.0,15.3,17.9,0.5,0.0,73.0,曇後雨,曇時々雨
2023/5/29,16.4,11.1,13.8,0.0,0.0,89.0,雨時々曇,曇一時晴
2023/5/30,15.1,9.2,11.6,0.0,0.0,73.0,曇,曇後晴
2023/5/31,19.6,8.0,14.0,1.0,0.0,63.0,晴一時雨,快晴
2023/6/1,24.7,9.6,18.1,0.0,0.0,47.0,曇一時晴,曇一時雨
2023/6/2,21.9,15.2,18.5,24.5,0.0,66.0,曇後一時雨,雨時々曇
2023/6/3,16.4,9.4,13.2,6.0,0.0,83.0,曇時々雨,晴後一時曇
2023/6/4,17.4,8.2,11.7,1.5,0.0,81.0,雨時々曇,晴後一時雨
2023/6/5,17.7,8.9,13.7,3.0,0.0,77.0,曇時々雨,晴後曇一時雨
2023/6/6,22.5,10.9,17.7,0.5,0.0,72.0,晴後曇時々雨,晴後雨
2023/6/7,20.6,15.1,17.6,2.5,0.0,82.0,曇時々雨,曇時々晴一時雨
2023/6/8,26.2,14.3,19.0,0.0,0.0,74.0,晴一時薄曇,曇一時晴後時々雨
2023/6/9,19.2,15.4,17.1,4.5,0.0,83.0,雨,雨後時々晴
2023/6/10,22.5,14.9,17.7,0.5,0.0,76.0,晴,晴一時曇
2023/6/11,24.2,13.4,18.6,0.0,0.0,78.0,薄曇,薄曇時々晴
2023/6/12,25.6,15.7,20.6,1.0,0.0,72.0,晴時々薄曇,晴後曇時々雨
2023/6/13,21.9,16.9,18.8,6.0,0.0,80.0,曇後時々雨,曇後一時晴
2023/6/14,23.2,16.5,19.3,0.0,0.0,81.0,晴,曇時々晴
2023/6/15,26.5,16.0,21.0,0.0,0.0,76.0,薄曇時々晴,薄曇時々晴
2023/6/16,27.3,17.3,21.0,0.0,0.0,76.0,薄曇,曇一時晴
2023/6/17,28.7,16.9,22.9,0.0,0.0,62.0,晴時々曇,晴
2023/6/18,21.5,15.4,17.5,0.0,0.0,67.0,曇一時雨,晴後曇一時雨
2023/6/19,20.0,14.7,16.8,0.0,0.0,67.0,晴,晴時々曇
2023/6/20,23.6,13.8,18.6,0.0,0.0,66.0,晴,快晴
2023/6/21,28.2,14.5,21.8,0.0,0.0,56.0,薄曇,晴
2023/6/22,24.5,17.1,20.6,0.0,0.0,67.0,晴後曇,曇
2023/6/23,26.0,17.0,21.0,1.0,0.0,62.0,曇,曇時々雨
2023/6/24,25.3,16.8,20.4,0.0,0.0,72.0,晴一時曇,快晴
2023/6/25,27.9,16.3,21.1,0.0,0.0,73.0,晴,晴時々曇
2023/6/26,28.3,17.6,22.9,0.0,0.0,69.0,晴,晴
2023/6/27,31.2,17.9,23.6,0.0,0.0,66.0,薄曇一時晴,曇時々雨
2023/6/28,29.2,20.5,24.0,0.0,0.0,75.0,曇一時雨,晴一時曇
2023/6/29,28.2,21.0,23.0,49.5,0.0,85.0,曇時々雨,雨時々曇後晴
2023/6/30,25.7,20.1,22.6,33.0,0.0,88.0,曇時々雨,大雨
2023/7/1,21.2,17.8,19.2,1.5,0.0,86.0,曇一時雨,曇時々晴
2023/7/2,22.9,17.0,19.7,0.0,0.0,73.0,曇後一時雨,曇一時晴
2023/7/3,23.9,17.7,20.2,0.0,0.0,79.0,曇後晴,晴後時々曇
2023/7/4,24.8,18.2,21.2,0.0,0.0,74.0,晴,晴一時曇
2023/7/5,27.4,18.0,21.7,0.0,0.0,73.0,晴一時曇,曇後雨
2023/7/6,25.2,18.4,21.6,3.5,0.0,82.0,雨時々曇,曇時々雨
2023/7/7,26.1,19.2,22.2,0.0,0.0,79.0,曇後晴,晴後薄曇
2023/7/8,31.4,19.6,24.8,0.0,0.0,74.0,薄曇後晴,晴時々薄曇
2023/7/9,31.4,21.3,25.6,0.0,0.0,72.0,晴,晴一時曇
2023/7/10,28.4,20.9,24.1,0.0,0.0,77.0,曇,曇時々晴
2023/7/11,30.2,21.4,24.3,5.5,0.0,82.0,曇時々雨、雷を伴う,晴時々曇
2023/7/12,26.1,21.6,23.5,1.5,0.0,83.0,曇後雨,曇時々雨後晴
2023/7/13,26.7,20.3,22.8,0.0,0.0,73.0,曇,曇一時雨後一時晴
2023/7/14,25.4,20.0,22.1,0.0,0.0,77.0,曇一時晴,雨時々曇
2023/7/15,21.4,19.4,20.4,39.0,0.0,91.0,大雨,曇一時雨
2023/7/16,28.0,20.1,23.9,0.0,0.0,82.0,曇後一時雨,曇
2023/7/17,26.0,20.7,22.8,0.0,0.0,88.0,曇後時々雨,雨時々曇
2023/7/18,24.7,19.2,21.0,0.0,0.0,84.0,曇一時晴,曇後時々雨
2023/7/19,25.0,19.4,21.7,0.0,0.0,77.0,曇後晴,曇
2023/7/20,27.9,20.1,23.2,0.0,0.0,78.0,晴一時曇,晴時々曇
2023/7/21,28.6,19.3,23.5,0.0,0.0,73.0,快晴,快晴
2023/7/22,29.4,18.2,24.1,0.0,0.0,68.0,晴後薄曇,晴時々薄曇
2023/7/23,28.3,21.2,24.6,0.0,0.0,74.0,薄曇時々晴,曇一時晴
2023/7/24,29.2,22.7,25.7,0.0,0.0,77.0,曇後一時雨,曇一時晴
2023/7/25,29.8,24.8,26.6,6.0,0.0,83.0,雨時々曇,晴一時曇
2023/7/26,32.7,24.0,27.7,0.0,0.0,76.0,晴,晴後一時薄曇
2023/7/27,32.9,23.9,27.7,0.0,0.0,72.0,曇,晴
2023/7/28,33.7,24.4,28.2,0.0,0.0,72.0,晴時々曇,晴時々薄曇
2023/7/29,34.4,24.9,29.7,0.0,0.0,63.0,曇一時晴,晴後曇
2023/7/30,29.9,26.0,28.5,0.0,0.0,67.0,曇一時雨,曇後一時雨
2023/7/31,28.2,23.1,26.0,4.5,0.0,77.0,雨後時々曇,晴一時雨
2023/8/1,31.1,21.5,26.6,0.0,0.0,71.0,晴後曇,薄曇一時晴
2023/8/2,34.0,24.2,29.1,0.0,0.0,61.0,晴時々薄曇,晴後曇
2023/8/3,32.2,25.2,28.0,2.0,0.0,72.0,曇時々雨,曇後一時雨
2023/8/4,31.0,22.9,27.4,15.5,0.0,78.0,曇後一時雨,雨後曇
2023/8/5,29.4,23.0,25.8,4.0,0.0,88.0,曇一時雨,曇時々雨、雷を伴う
2023/8/6,25.7,20.8,22.7,9.5,0.0,93.0,雨時々曇,曇時々雨
2023/8/7,26.1,19.7,23.1,0.5,0.0,85.0,曇,曇後時々雨
2023/8/8,27.7,23.3,24.7,8.0,0.0,87.0,雨時々曇,曇時々雨
2023/8/9,30.8,24.5,27.3,1.0,0.0,83.0,曇時々雨,晴
2023/8/10,31.1,25.4,27.5,0.0,0.0,80.0,晴一時曇,晴時々薄曇
2023/8/11,32.3,24.7,27.8,0.0,0.0,74.0,晴時々薄曇,晴後曇
2023/8/12,32.0,23.3,27.1,0.0,0.0,75.0,晴後一時曇,曇
2023/8/13,30.5,23.5,26.9,0.0,0.0,76.0,曇一時雨,曇後一時雨
2023/8/14,30.7,23.1,26.7,0.0,0.0,74.0,曇一時晴,曇時々晴
2023/8/15,30.0,22.5,25.5,0.0,0.0,67.0,晴時々曇,曇一時雨
2023/8/16,26.6,23.2,25.3,2.0,0.0,85.0,雨,雨
2023/8/17,31.1,24.9,27.0,9.0,0.0,75.0,雨時々晴,晴時々曇
2023/8/18,31.0,23.4,26.2,0.0,0.0,75.0,晴後曇,晴時々曇
2023/8/19,32.2,22.9,26.8,0.5,0.0,80.0,曇時々晴後一時雨,曇時々雨
2023/8/20,29.8,24.4,26.0,6.5,0.0,87.0,曇一時雨,曇時々霧雨
2023/8/21,32.4,23.9,26.5,0.0,0.0,82.0,曇後晴,晴一時曇
2023/8/22,33.2,24.7,28.7,0.0,0.0,77.0,晴,快晴
2023/8/23,36.3,26.2,30.4,0.0,0.0,73.0,晴,晴
2023/8/24,35.0,26.3,29.1,3.0,0.0,78.0,晴後時々雨、雷を伴う,曇後晴
2023/8/25,34.7,26.0,29.7,0.0,0.0,76.0,晴一時雨,晴一時曇
2023/8/26,35.6,26.7,29.8,0.0,0.0,72.0,晴,晴一時薄曇
2023/8/27,30.7,23.3,26.3,8.0,0.0,83.0,曇時々雨、雷を伴う,晴後曇
2023/8/28,27.8,23.3,25.1,0.0,0.0,80.0,曇時々晴,晴
2023/8/29,27.2,21.2,24.1,0.0,0.0,77.0,晴後曇,曇後晴
2023/8/30,27.7,22.3,24.5,0.0,0.0,76.0,晴,曇時々晴
2023/8/31,31.1,23.6,26.9,0.0,0.0,81.0,晴後曇,曇後時々雨
2023/9/1,27.0,22.7,25.2,6.0,0.0,87.0,雨一時曇,曇一時雨後晴
2023/9/2,29.1,20.7,24.3,0.0,0.0,74.0,薄曇時々晴後一時雨,晴
2023/9/3,29.8,18.6,24.0,0.0,0.0,70.0,晴,曇一時晴
2023/9/4,28.2,19.8,24.1,0.5,0.0,77.0,曇一時雨,雨時々曇
2023/9/5,28.6,21.2,25.0,15.5,0.0,85.0,曇時々雨,曇後一時雨
2023/9/6,26.5,20.5,23.8,11.5,0.0,83.0,曇一時雨,曇時々晴一時雨
2023/9/7,24.5,17.2,21.5,0.0,0.0,62.0,晴,快晴
2023/9/8,26.3,15.1,21.0,0.0,0.0,72.0,晴後薄曇,曇一時晴
2023/9/9,27.0,20.1,23.4,0.0,0.0,79.0,曇一時晴,晴時々曇
2023/9/10,28.5,21.5,24.9,0.0,0.0,73.0,晴,晴一時曇
2023/9/11,26.9,22.1,24.2,0.0,0.0,83.0,曇,曇一時雨後一時晴
2023/9/12,27.2,22.0,24.1,26.0,0.0,89.0,雨時々曇、雷を伴う,曇時々雨
2023/9/13,27.7,22.3,24.1,0.5,0.0,79.0,晴後曇,曇一時晴
2023/9/14,22.4,18.7,20.6,23.5,0.0,88.0,雨一時曇,晴時々曇一時雨
2023/9/15,25.1,18.4,21.4,0.0,0.0,64.0,晴後一時薄曇,薄曇
2023/9/16,26.8,17.1,21.7,0.0,0.0,70.0,曇時々晴,曇時々晴
2023/9/17,28.2,17.5,22.5,10.0,0.0,77.0,曇時々晴後一時雨,大雨一時曇
2023/9/18,29.2,21.3,23.9,35.5,0.0,90.0,曇後時々雨,曇時々雨後晴
2023/9/19,25.8,19.9,22.4,3.0,0.0,81.0,曇時々雨後晴、雷を伴う,晴後曇
2023/9/20,24.5,15.5,19.9,0.0,0.0,61.0,曇後一時晴,晴後曇
2023/9/21,19.6,14.4,16.5,0.0,0.0,71.0,曇後一時雨,曇後一時晴
2023/9/22,23.4,13.8,18.4,0.0,0.0,66.0,晴,晴
2023/9/23,21.7,13.2,16.9,4.0,0.0,70.0,晴一時雨、雷を伴う,晴
2023/9/24,22.7,12.0,16.8,0.0,0.0,62.0,晴,晴
2023/9/25,22.0,12.3,17.9,0.0,0.0,75.0,曇,曇後一時雨
2023/9/26,23.5,17.6,19.8,1.0,0.0,80.0,曇後晴一時雨,晴後薄曇
2023/9/27,24.9,16.1,20.1,0.0,0.0,80.0,晴時々薄曇,薄曇
2023/9/28,20.9,15.6,18.6,3.0,0.0,87.0,雨時々曇,晴後時々雨
2023/9/29,24.7,14.6,18.5,0.0,0.0,72.0,晴一時雨,曇時々晴
2023/9/30,22.1,13.9,18.3,6.0,0.0,75.0,曇,雨後晴
2023/10/1,24.5,15.7,19.5,2.5,0.0,70.0,晴一時雨,晴
2023/10/2,19.6,13.5,16.2,1.0,0.0,64.0,晴時々雨一時曇,晴時々雨、雷を伴う
2023/10/3,20.3,12.7,16.2,1.0,0.0,66.0,晴時々雨,晴後曇
2023/10/4,21.6,12.2,16.5,0.0,0.0,70.0,薄曇時々晴,曇後雨、雷を伴う
2023/10/5,16.7,13.5,15.1,23.0,0.0,81.0,雨時々曇、雷を伴う,晴時々雨一時曇
2023/10/6,18.1,12.7,14.6,11.0,0.0,74.0,雨一時曇,曇時々雨
2023/10/7,17.0,11.6,13.8,2.0,0.0,72.0,曇,曇一時雨後晴
2023/10/8,17.6,9.0,12.8,0.0,0.0,69.0,晴,晴
2023/10/9,19.0,8.3,13.8,0.0,0.0,74.0,晴時々薄曇,晴後曇
2023/10/10,18.6,11.6,15.3,0.0,0.0,72.0,曇一時晴,晴
2023/10/11,17.6,8.9,13.0,0.0,0.0,65.0,晴,晴
2023/10/12,20.9,9.0,14.4,0.0,0.0,64.0,晴,快晴
2023/10/13,23.5,9.3,15.7,0.0,0.0,66.0,快晴,快晴
2023/10/14,22.2,9.7,15.3,0.0,0.0,71.0,薄曇,晴時々薄曇
2023/10/15,22.3,10.1,15.6,0.0,0.0,63.0,晴一時薄曇,曇後一時雨
2023/10/16,18.1,7.8,12.8,0.0,0.0,65.0,晴一時雨,雨時々曇一時晴
2023/10/17,12.8,6.4,9.4,5.5,0.0,67.0,曇時々雨一時晴,曇後晴
2023/10/18,18.6,10.1,14.7,0.0,0.0,60.0,晴一時薄曇,晴後曇時々雨
2023/10/19,18.6,12.7,15.1,3.0,0.0,79.0,雨後曇,曇後一時雨
2023/10/20,12.8,8.5,10.2,32.0,0.0,87.0,雨,雨後時々晴
2023/10/21,12.0,3.1,7.5,4.0,0.0,66.0,晴時々曇一時雨,晴時々曇一時雨
2023/10/22,10.8,3.2,7.6,3.5,0.0,71.0,雨一時晴,晴時々雨
2023/10/23,15.2,5.9,10.0,0.0,0.0,63.0,晴,快晴
2023/10/24,17.6,4.8,11.5,0.0,0.0,73.0,薄曇,薄曇後晴
2023/10/25,19.7,10.0,14.4,0.0,0.0,78.0,晴,快晴
2023/10/26,18.9,7.9,13.0,0.0,0.0,82.0,晴,晴時々曇
2023/10/27,17.3,10.4,13.6,0.0,0.0,82.0,曇後一時雨,曇一時雨後時々晴
