年月日,平均気温(℃),最低気温(℃),最高気温(℃),降水量の合計(mm),降雪量合計(cm),平均湿度(％),天気概況(昼：06時〜18時),天気概況(夜：18時〜翌日06時)
2019/3/20,6.9,4.2,10.7,0.0,0.0,74.0,晴後薄曇,薄曇
2019/3/21,7.4,4.7,13.2,1.5,0.0,74.0,曇後一時雨,雨
2019/3/22,0.7,-2.8,6.4,6.0,0.0,78.0,雪後時々曇,雪時々曇、あられを伴う
2019/3/23,-2.3,-4.6,0.6,4.5,8.0,70.0,曇時々雪,晴後曇一時雪
2019/3/24,-1.9,-4.6,1.7,2.5,4.0,65.0,曇時々雪一時晴,晴時々曇一時雪
2019/3/25,4.4,-1.7,10.5,0.0,0.0,66.0,晴時々曇一時雨,晴
2019/3/26,4.2,0.6,8.4,1.0,0.0,67.0,雨時々晴一時曇,雪時々曇
2019/3/27,1.4,-0.8,4.1,5.5,6.0,62.0,雪時々曇一時晴、あられを伴う,晴時々曇一時雪
2019/3/28,0.0,-2.3,2.2,1.0,1.0,54.0,晴時々曇一時雪,晴時々雪
2019/3/29,0.1,-2.4,2.8,0.5,0.0,58.0,曇時々雪一時晴,晴時々曇
2019/3/30,1.8,-2.8,5.9,0.0,0.0,44.0,晴後薄曇,曇
2019/3/31,2.4,0.1,5.4,0.0,0.0,54.0,薄曇,薄曇
2019/4/1,2.5,0.4,5.4,0.0,0.0,64.0,晴後曇一時みぞれ,曇後一時雪
2019/4/2,1.5,-0.7,4.5,1.0,0.0,75.0,曇時々雪,雪時々曇
2019/4/3,1.8,-1.4,6.1,1.5,1.0,63.0,晴一時雪,晴
2019/4/4,4.7,-1.4,11.0,0.0,0.0,56.0,晴一時曇,晴時々曇
2019/4/5,4.5,1.2,11.4,1.0,0.0,75.0,雨時々曇,雨一時曇後雪
2019/4/6,4.8,0.8,9.2,3.0,0.0,65.0,曇一時雨後晴,晴時々曇一時雨
2019/4/7,5.4,2.4,10.6,0.5,0.0,67.0,晴時々曇一時雨,晴後みぞれ時々曇、あられを伴う
2019/4/8,4.7,2.1,9.0,0.0,0.0,67.0,曇一時みぞれ後晴,晴後曇
2019/4/9,5.4,3.2,9.3,0.0,0.0,64.0,曇時々晴一時雨,晴
2019/4/10,6.6,1.4,12.8,0.0,0.0,58.0,晴,曇
2019/4/11,6.4,2.9,11.7,0.0,0.0,60.0,晴一時曇,快晴
2019/4/12,6.9,1.3,12.9,0.0,0.0,60.0,晴,快晴
2019/4/13,10.3,2.3,17.7,0.0,0.0,41.0,快晴,晴後薄曇
2019/4/14,12.0,7.6,17.5,0.0,0.0,40.0,晴後薄曇,曇後時々雨
2019/4/15,7.6,4.2,11.4,17.5,0.0,81.0,雨一時曇、雷を伴う,雨後晴
2019/4/16,10.6,6.3,14.9,0.0,0.0,59.0,快晴,快晴
2019/4/17,15.0,7.6,22.3,0.0,0.0,44.0,快晴,晴後薄曇
2019/4/18,15.6,10.7,22.9,0.0,0.0,38.0,晴後曇,曇後雨
2019/4/19,8.5,3.7,14.9,1.5,0.0,49.0,曇一時雨後晴,晴
2019/4/20,6.6,2.6,12.2,0.0,0.0,49.0,晴一時曇,晴
2019/4/21,9.4,1.9,15.7,0.0,0.0,51.0,晴後一時曇,曇後晴
2019/4/22,10.1,6.6,13.3,0.0,0.0,48.0,快晴,快晴
2019/4/23,9.5,4.3,14.4,0.0,0.0,42.0,曇後時々雨,曇時々晴
2019/4/24,15.2,8.1,23.2,0.0,0.0,61.0,薄曇,雨一時曇
2019/4/25,8.2,6.0,11.9,0.5,0.0,73.0,曇時々雨後晴,晴後曇
2019/4/26,5.6,3.2,7.2,2.5,0.0,76.0,曇時々雨,雨
2019/4/27,4.8,2.5,7.1,1.0,0.0,77.0,雨後一時曇,曇後晴
2019/4/28,9.4,2.4,16.4,0.0,0.0,52.0,晴,晴
2019/4/29,13.0,6.1,20.8,0.0,0.0,49.0,晴,晴後一時薄曇
2019/4/30,12.8,7.4,20.3,0.5,0.0,57.0,曇後一時雨,雨後曇一時晴
2019/5/1,12.1,9.1,16.6,0.5,0.0,81.0,曇後時々雨,曇一時雨
2019/5/2,10.4,8.3,13.2,2.5,0.0,79.0,雨時々曇,曇時々雨一時晴
2019/5/3,14.0,9.2,19.8,0.5,0.0,53.0,晴一時曇,快晴
2019/5/4,15.4,7.9,23.5,0.0,0.0,49.0,晴,晴
2019/5/5,16.8,10.2,24.4,0.0,0.0,37.0,快晴,晴一時薄曇
2019/5/6,16.5,11.1,23.6,8.0,0.0,52.0,曇後一時雨,雨一時曇
2019/5/7,10.8,7.2,14.9,12.5,0.0,61.0,曇一時雨後晴,晴後一時雨
2019/5/8,9.4,6.9,12.6,3.0,0.0,69.0,曇時々雨一時晴,晴一時曇
2019/5/9,13.7,8.3,21.8,0.0,0.0,62.0,晴一時薄曇,晴後時々曇
2019/5/10,8.9,7.5,12.3,0.0,0.0,81.0,曇時々雨,雨後曇
2019/5/11,9.1,7.2,13.4,0.0,0.0,63.0,晴,晴一時曇
2019/5/12,9.7,5.9,13.7,0.0,0.0,61.0,晴,快晴
2019/5/13,12.6,6.1,20.5,0.0,0.0,59.0,快晴,快晴
2019/5/14,15.8,8.2,24.3,0.0,0.0,47.0,薄曇一時晴,曇一時晴
2019/5/15,14.9,11.3,19.4,0.0,0.0,71.0,曇,晴
2019/5/16,16.3,10.6,24.8,0.0,0.0,70.0,晴後一時薄曇,薄曇後晴
2019/5/17,16.8,11.9,21.5,0.0,0.0,71.0,晴一時薄曇,晴後一時薄曇
2019/5/18,19.0,14.8,26.0,0.0,0.0,63.0,晴時々薄曇,薄曇後一時晴
2019/5/19,18.8,14.1,26.4,0.0,0.0,62.0,晴時々薄曇,晴後曇
2019/5/20,15.5,13.1,20.3,0.0,0.0,75.0,曇一時晴,曇一時雨
2019/5/21,14.1,11.5,17.1,1.5,0.0,86.0,雨一時曇,晴一時曇
2019/5/22,17.7,10.2,25.0,0.0,0.0,56.0,晴,晴
2019/5/23,18.1,12.0,24.5,0.0,0.0,58.0,晴一時曇,晴一時曇
2019/5/24,16.2,13.0,22.2,0.0,0.0,67.0,晴,晴一時曇
2019/5/25,20.6,11.9,31.1,0.0,0.0,49.0,快晴,晴
2019/5/26,23.8,15.6,32.0,0.0,0.0,52.0,晴,晴
2019/5/27,24.8,17.8,34.2,0.0,0.0,39.0,晴,晴後曇
2019/5/28,20.7,14.7,24.6,0.0,0.0,54.0,曇時々雨,薄曇後一時晴
2019/5/29,16.5,13.3,21.6,1.0,0.0,55.0,曇時々晴後一時雨,晴一時雨
2019/5/30,18.6,12.5,25.9,0.0,0.0,46.0,晴一時曇,晴後曇
2019/5/31,17.7,14.3,23.7,0.0,0.0,59.0,曇後時々雨,雨後晴
2019/6/1,18.4,13.4,24.4,2.5,0.0,54.0,晴,曇時々雨後一時晴
2019/6/2,18.9,14.3,23.9,0.0,0.0,59.0,晴後一時曇,晴
2019/6/3,21.0,13.7,29.4,0.0,0.0,50.0,晴,晴後一時曇
2019/6/4,16.7,13.9,21.9,1.0,0.0,81.0,雨時々曇,曇時々雨
2019/6/5,15.4,13.9,16.8,6.5,0.0,91.0,曇時々雨,曇
2019/6/6,17.0,12.4,23.4,0.0,0.0,72.0,晴一時曇,曇一時晴
2019/6/7,15.8,13.5,18.2,0.0,0.0,81.0,曇一時雨,曇後晴
2019/6/8,16.9,12.0,22.0,0.0,0.0,74.0,晴,曇一時晴
2019/6/9,16.5,14.2,21.9,0.0,0.0,77.0,曇後晴,晴一時曇
2019/6/10,17.2,13.0,22.4,0.0,0.0,63.0,晴,晴
2019/6/11,16.8,12.0,22.4,0.0,0.0,62.0,薄曇,曇
2019/6/12,16.3,13.8,19.8,0.0,0.0,72.0,曇一時晴,曇時々雨
2019/6/13,15.2,13.1,17.8,0.0,0.0,82.0,曇一時雨,曇後晴
2019/6/14,18.3,13.7,24.6,0.0,0.0,68.0,晴時々薄曇,薄曇
2019/6/15,17.3,15.3,20.5,2.5,0.0,82.0,雨時々曇,雨一時曇
2019/6/16,16.3,13.4,20.0,12.5,0.0,80.0,雨時々曇,雨時々曇
2019/6/17,12.2,10.8,14.9,1.0,0.0,77.0,雨後薄曇,晴時々曇
2019/6/18,15.9,9.7,21.8,0.5,0.0,63.0,曇時々晴後一時雨,曇時々雨後一時晴
2019/6/19,18.5,13.1,25.5,2.0,0.0,62.0,晴後一時雨,晴一時曇
2019/6/20,19.1,14.2,26.5,10.5,0.0,72.0,晴後曇時々雨、雷を伴う,曇
2019/6/21,17.8,15.9,20.1,0.5,0.0,79.0,曇一時雨,雨時々曇
2019/6/22,18.0,16.8,20.3,30.0,0.0,88.0,雨一時曇、雷を伴う,雨一時曇
2019/6/23,18.2,15.3,24.6,1.5,0.0,72.0,雨時々曇後晴,晴
2019/6/24,18.7,13.5,26.1,0.0,0.0,72.0,晴,晴
2019/6/25,19.2,14.0,26.1,0.0,0.0,73.0,晴,晴
2019/6/26,20.0,14.3,27.2,0.0,0.0,74.0,晴,晴後薄曇
2019/6/27,18.7,15.8,26.7,0.0,0.0,79.0,曇,曇
2019/6/28,17.8,15.7,21.5,0.0,0.0,84.0,曇一時霧雨,曇一時霧雨
2019/6/29,16.7,15.0,19.1,0.0,0.0,70.0,曇一時雨,雨後晴
2019/6/30,18.3,15.7,22.3,0.0,0.0,74.0,晴後曇,曇
2019/7/1,17.8,16.2,22.0,0.0,0.0,74.0,曇後一時雨,曇後晴
2019/7/2,18.3,15.7,23.1,4.5,0.0,84.0,曇時々雨,霧雨一時曇
2019/7/3,16.4,14.8,18.9,0.5,0.0,89.0,曇一時霧雨,曇一時晴
2019/7/4,19.0,15.4,24.2,0.0,0.0,79.0,曇一時雨,曇一時晴
2019/7/5,19.3,16.9,23.4,0.0,0.0,81.0,曇一時雨,曇後一時晴
2019/7/6,21.0,16.3,26.4,0.0,0.0,70.0,晴,晴時々曇
2019/7/7,20.2,15.4,24.8,0.0,0.0,68.0,快晴,晴一時曇
2019/7/8,19.8,16.2,24.7,0.0,0.0,70.0,快晴,晴後一時曇
2019/7/9,20.5,15.0,27.0,0.0,0.0,69.0,快晴,快晴
2019/7/10,20.5,16.1,27.9,0.0,0.0,70.0,快晴,晴
2019/7/11,19.9,16.2,24.5,0.0,0.0,67.0,晴後薄曇,曇
2019/7/12,17.7,17.0,18.8,9.0,0.0,83.0,雨時々曇、雷を伴う,雨一時曇、雷を伴う
2019/7/13,19.5,17.5,22.9,7.0,0.0,85.0,曇一時雨,雨一時曇
2019/7/14,20.7,18.0,24.8,3.5,0.0,80.0,曇後一時雨,曇一時雨
2019/7/15,21.3,19.0,25.4,0.0,0.0,74.0,曇,曇
2019/7/16,21.2,18.5,24.9,0.0,0.0,73.0,曇,晴一時曇
2019/7/17,22.3,18.5,27.2,0.0,0.0,75.0,晴後曇,晴後曇
2019/7/18,22.3,20.0,26.5,0.0,0.0,76.0,曇,晴
2019/7/19,21.7,20.2,26.2,1.5,0.0,82.0,晴後雨時々曇,曇一時雨
2019/7/20,23.3,19.7,27.9,1.0,0.0,76.0,晴後曇時々雨,晴一時曇
2019/7/21,22.8,18.8,27.4,0.0,0.0,69.0,晴後一時薄曇,晴
2019/7/22,20.5,18.1,24.7,0.0,0.0,75.0,晴後一時曇,雨時々曇
2019/7/23,20.2,18.1,23.3,0.5,0.0,75.0,曇時々雨一時晴,曇一時雨
2019/7/24,22.2,19.8,25.4,0.0,0.0,79.0,曇一時雨,曇後雨
2019/7/25,24.3,20.4,30.0,0.5,0.0,82.0,曇一時雨,曇一時晴
2019/7/26,24.3,22.6,27.1,3.0,0.0,82.0,雨時々曇,雨一時曇
2019/7/27,25.2,21.2,30.8,0.5,0.0,83.0,曇時々雨後晴,晴
2019/7/28,24.6,21.5,29.9,0.0,0.0,81.0,晴一時薄曇,薄曇後晴
2019/7/29,27.7,22.0,32.9,0.0,0.0,71.0,晴一時曇,曇
2019/7/30,29.8,27.4,33.5,0.0,0.0,66.0,曇,曇時々晴
2019/7/31,28.9,26.0,32.4,0.0,0.0,69.0,曇一時晴,曇一時晴
2019/8/1,28.7,25.3,33.0,0.0,0.0,70.0,晴時々曇,晴
2019/8/2,27.5,23.0,34.2,0.0,0.0,72.0,晴,晴
2019/8/3,25.8,22.5,30.2,0.0,0.0,76.0,晴,晴後曇
2019/8/4,26.0,21.9,32.6,0.0,0.0,67.0,晴,晴時々薄曇
2019/8/5,25.5,21.7,32.0,0.0,0.0,73.0,晴時々薄曇,曇一時晴
2019/8/6,25.9,22.8,32.4,0.0,0.0,76.0,薄曇,曇
2019/8/7,25.3,23.4,30.4,0.0,0.0,77.0,曇一時晴,曇一時晴
2019/8/8,23.6,21.5,25.0,26.0,0.0,90.0,雨一時曇,雨
2019/8/9,22.0,19.5,25.0,19.0,0.0,83.0,雨後曇,雨時々曇
2019/8/10,19.9,17.7,22.4,7.5,0.0,78.0,曇一時雨,曇一時雨
2019/8/11,21.3,18.7,26.6,0.0,0.0,76.0,曇一時晴,薄曇
2019/8/12,21.6,19.3,25.0,0.5,0.0,80.0,曇後時々雨,雨後曇一時晴
2019/8/13,22.1,19.8,25.1,0.0,0.0,81.0,曇一時雨後晴,曇
2019/8/14,21.6,19.7,24.7,0.0,0.0,70.0,晴一時曇,晴
2019/8/15,23.9,19.8,27.1,0.0,0.0,76.0,晴後曇一時霧雨,曇時々霧雨後一時雨
2019/8/16,25.2,23.4,26.9,16.5,0.0,89.0,雨,雨一時曇後晴
2019/8/17,26.1,21.0,31.8,2.0,0.0,73.0,曇一時雨後晴,晴後曇
2019/8/18,21.8,19.8,25.2,0.0,0.0,80.0,曇後晴,晴
2019/8/19,22.9,19.1,27.3,0.0,0.0,75.0,晴時々曇,曇後一時雨
2019/8/20,20.1,18.5,22.1,18.5,0.0,85.0,曇後雨,曇
2019/8/21,21.2,18.3,25.0,0.0,0.0,78.0,曇,曇後一時雨
2019/8/22,19.7,18.4,21.2,0.0,0.0,76.0,曇一時雨,曇後雨
2019/8/23,18.3,17.5,20.1,25.0,0.0,92.0,雨後一時曇,曇
2019/8/24,19.3,16.9,22.6,0.5,0.0,87.0,曇時々雨,雨時々曇
2019/8/25,18.3,16.4,22.1,2.5,0.0,81.0,晴時々雨,晴時々雨
2019/8/26,18.3,15.7,22.4,0.0,0.0,78.0,曇時々雨一時晴,晴一時曇
2019/8/27,21.0,16.2,25.7,0.0,0.0,72.0,晴一時雨,晴後曇
2019/8/28,19.2,17.2,23.9,25.0,0.0,87.0,曇後雨,雨
2019/8/29,20.4,17.2,24.4,1.5,0.0,86.0,曇一時雨,曇
2019/8/30,21.9,18.3,26.5,0.0,0.0,76.0,晴一時曇,晴一時雨
2019/8/31,23.3,20.3,27.3,0.0,0.0,73.0,晴時々曇一時雨,晴
2019/9/1,22.7,18.5,27.8,0.0,0.0,59.0,晴一時雨,晴
2019/9/2,22.8,16.8,29.2,3.5,0.0,60.0,晴,晴一時雨
2019/9/3,20.8,17.1,24.8,0.0,0.0,68.0,晴,晴
2019/9/4,20.2,14.6,27.0,0.0,0.0,64.0,晴,晴
2019/9/5,21.3,15.8,26.5,0.0,0.0,66.0,薄曇一時晴,曇
2019/9/6,22.6,19.1,28.5,3.5,0.0,75.0,曇後時々雨,雨時々曇
2019/9/7,24.0,21.8,27.4,0.0,0.0,87.0,曇一時雨,曇
2019/9/8,25.5,22.1,31.3,0.0,0.0,80.0,薄曇後晴,晴後薄曇
2019/9/9,26.6,23.2,32.6,0.0,0.0,74.0,薄曇後晴,曇後晴
2019/9/10,23.7,19.5,27.9,0.0,0.0,66.0,晴一時曇,晴後曇
2019/9/11,17.9,15.9,20.2,13.5,0.0,82.0,曇後雨,曇時々雨一時晴
2019/9/12,18.1,14.7,22.2,9.5,0.0,72.0,晴時々曇一時雨,晴
2019/9/13,17.8,13.1,22.7,0.0,0.0,67.0,晴,晴時々薄曇
2019/9/14,20.3,15.5,24.9,0.0,0.0,69.0,曇,曇時々雨
2019/9/15,20.3,18.3,23.8,3.0,0.0,84.0,曇時々雨,晴後曇
2019/9/16,20.9,18.8,23.8,4.0,0.0,86.0,曇一時雨,雨後晴
2019/9/17,19.5,15.4,23.1,0.0,0.0,66.0,晴,薄曇
2019/9/18,17.5,13.6,22.9,1.0,0.0,66.0,曇後一時晴,晴一時雨
2019/9/19,12.9,10.4,15.3,5.5,0.0,66.0,雨時々晴,晴時々雨一時曇
2019/9/20,15.6,12.3,19.5,0.0,0.0,57.0,晴一時曇,晴後一時雨
2019/9/21,16.0,10.7,21.1,0.0,0.0,64.0,晴,曇
2019/9/22,16.2,13.6,20.0,0.0,0.0,74.0,薄曇,薄曇
2019/9/23,13.9,13.3,14.9,64.0,0.0,91.0,大雨,雨後時々曇
2019/9/24,18.3,14.8,24.1,0.5,0.0,63.0,晴後一時雨,晴
2019/9/25,15.0,10.2,18.7,0.0,0.0,48.0,晴,晴後一時曇
2019/9/26,17.0,9.8,23.9,0.0,0.0,60.0,晴,晴一時曇
2019/9/27,17.3,13.0,23.3,0.0,0.0,71.0,晴一時曇,快晴
2019/9/28,17.7,10.5,24.7,0.0,0.0,66.0,快晴,晴後曇
2019/9/29,18.4,15.2,24.5,0.5,0.0,72.0,曇一時雨後晴,快晴
2019/9/30,18.7,13.8,24.5,0.0,0.0,76.0,晴一時曇,晴
2019/10/1,17.8,11.5,24.6,0.0,0.0,64.0,快晴,快晴
2019/10/2,19.2,13.6,25.7,0.0,0.0,73.0,快晴,薄曇
2019/10/3,20.2,16.4,24.0,0.5,0.0,74.0,薄曇,曇後雨
2019/10/4,16.6,15.8,19.4,37.0,0.0,95.0,雨,雨時々曇
2019/10/5,14.5,10.4,16.8,3.0,0.0,84.0,雨時々曇,雨時々曇後晴
2019/10/6,11.6,8.4,16.2,0.5,0.0,68.0,晴一時曇,晴後一時曇
2019/10/7,12.6,7.5,16.6,2.0,0.0,82.0,曇時々雨,雨一時曇
2019/10/8,15.5,12.4,18.7,23.5,0.0,87.0,雨時々曇,雨時々曇一時晴
2019/10/9,12.7,8.9,17.8,4.0,0.0,66.0,雨後晴,快晴
2019/10/10,14.5,7.8,20.4,0.0,0.0,70.0,晴,曇
2019/10/11,17.7,14.7,22.2,0.0,0.0,75.0,曇一時晴,曇
2019/10/12,15.2,11.8,17.2,0.0,0.0,66.0,曇,曇
2019/10/13,11.3,9.3,13.9,0.0,0.0,58.0,曇後晴,晴
2019/10/14,10.4,5.4,16.4,3.0,0.0,68.0,曇時々晴,雨時々曇
2019/10/15,9.2,5.0,12.1,0.5,0.0,59.0,曇後晴,晴後一時曇
2019/10/16,10.1,4.2,16.3,0.5,0.0,65.0,曇時々晴一時雨,晴時々曇一時雨
2019/10/17,10.0,7.5,13.3,1.5,0.0,59.0,曇時々雨一時晴,晴一時曇
2019/10/18,9.7,4.0,15.3,0.0,0.0,62.0,晴後一時曇,薄曇
2019/10/19,9.9,7.8,11.2,18.5,0.0,87.0,雨一時曇,雨時々曇
2019/10/20,13.9,9.0,18.1,0.0,0.0,70.0,晴,快晴
2019/10/21,13.0,7.0,19.8,0.0,0.0,72.0,晴,晴後薄曇
2019/10/22,13.7,8.6,18.9,0.0,0.0,75.0,薄曇,晴
2019/10/23,13.3,8.4,18.7,0.0,0.0,78.0,快晴,晴
2019/10/24,12.1,7.2,16.9,0.0,0.0,62.0,薄曇,晴一時薄曇
2019/10/25,13.3,11.9,14.7,0.0,0.0,66.0,曇,曇時々雨
2019/10/26,14.5,11.2,16.7,0.0,0.0,70.0,曇一時雨,曇時々晴一時雨
2019/10/27,11.3,6.2,14.4,0.0,0.0,61.0,晴一時曇,快晴
2019/10/28,9.7,3.8,15.7,0.0,0.0,62.0,快晴,晴
2019/10/29,12.8,6.3,18.1,2.0,0.0,69.0,晴後曇,晴時々曇一時雨
2019/10/30,11.3,7.5,14.4,0.5,0.0,62.0,晴時々雨,晴
2019/10/31,13.2,6.3,18.6,0.0,0.0,66.0,晴時々曇一時雨,晴後一時雨
